Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Elo,Age,Rating,Potential,Cluster,Cluster Name
Callum O'Dowda,1995-04-23,EFLChampionship,Cardiff City,Left,Republic of Ireland,Fullbacks,3546,0.05,0.08,0.13,0.05,0.0,0.0,0.18,0.0,0.03,0.03,0.11,0.14,2.82,2.61,3.93,0.66,0.23,34.6,0.08,0.22,18.1,0.0,0.05,0.02,0.02,28.73,43.78,65.6,479.34,176.85,14.04,16.62,84.4,11.8,18.27,64.6,2.31,6.22,37.1,0.09,1.22,1.65,0.76,0.43,33.68,9.85,0.74,0.0,0.05,3.53,8.78,0.33,0.1,0.2,0.0,0.25,1.22,2.41,1.78,0.23,0.1,0.08,0.2,0.03,0.23,0.18,0.0,0.03,0.0,0.0,0.03,1.95,1.4,1.07,0.63,0.25,1.09,1.8,60.6,0.71,0.84,0.13,0.86,2.82,2.79,0.0,54.11,2.34,15.81,21.88,17.01,1.88,54.11,1.47,0.66,44.8,0.69,46.6,23.68,148.5,82.26,1.93,0.48,1.29,0.48,27.54,0.0,0.94,1.12,0.05,0.03,0.05,0.0,3.43,1.9,1.24,60.5,1434,30.0,69.68777069643266,69.68777069643266,4,Two-Way Modernisers
Josh Key,1999-11-19,EFLChampionship,Swansea City,Right,England,Fullbacks,3469,0.03,0.08,0.1,0.03,0.0,0.0,0.08,0.0,0.03,0.03,0.08,0.11,3.09,5.01,4.15,0.57,0.21,36.4,0.05,0.13,20.5,0.0,0.06,-0.01,-0.01,51.81,63.46,81.6,834.52,216.19,25.89,28.64,90.4,21.46,25.06,85.6,3.53,6.43,54.8,0.1,0.65,3.61,0.91,0.6,51.65,11.7,1.22,0.03,0.1,2.88,10.38,0.1,0.0,0.0,0.0,0.1,1.53,2.02,1.71,0.05,0.21,0.03,0.03,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,1.45,0.75,0.96,0.34,0.16,0.83,1.43,58.2,0.6,0.91,0.47,0.8,2.26,2.7,0.18,75.26,3.24,19.02,36.92,20.0,1.12,75.26,2.72,1.25,45.7,1.4,51.4,39.51,241.67,115.61,2.54,0.42,1.95,1.17,45.45,0.0,0.8,0.96,0.13,0.0,0.03,0.0,4.75,0.6,1.61,27.1,1513,26.0,72.44040057909417,72.44040057909417,1,Dynamic Engines
Harrison Burrows,2002-01-12,EFLChampionship,Sheffield United,Left,England,Fullbacks,3460,0.13,0.08,0.21,0.08,0.05,0.05,0.05,0.0,0.1,0.06,0.15,0.21,1.69,2.73,5.12,1.27,0.36,28.6,0.06,0.21,21.8,0.13,0.05,0.03,0.02,36.47,51.27,71.1,618.16,224.12,18.99,21.17,89.7,12.82,17.32,74.0,3.72,9.81,37.9,0.18,1.35,2.39,0.81,0.44,40.32,10.82,1.66,0.05,0.03,5.54,6.48,2.68,2.0,0.23,0.03,0.13,1.27,2.84,1.51,0.88,0.08,0.26,0.08,0.03,0.13,0.1,0.0,0.0,0.03,0.0,0.0,2.03,1.4,1.27,0.65,0.1,1.14,1.9,60.3,0.75,0.75,0.18,0.78,2.81,2.55,0.03,61.34,2.94,17.92,24.48,19.3,2.0,61.28,1.12,0.57,51.2,0.49,44.2,29.5,134.74,73.79,1.33,0.49,0.83,0.6,34.31,0.0,0.52,1.3,0.23,0.0,0.03,0.03,4.19,0.94,1.12,45.6,1622,23.0,73.74930684216301,74.89626047642273,4,Two-Way Modernisers
Bali Mumba,2001-10-08,EFLChampionship,Plymouth Argyle,Right,England,Fullbacks,3396,0.0,0.05,0.05,0.0,0.0,0.0,0.08,0.0,0.02,0.02,0.05,0.07,1.75,3.21,2.7,0.58,0.08,13.6,0.0,0.0,21.2,0.0,0.04,-0.02,-0.02,30.64,38.83,78.9,515.27,131.26,14.15,16.64,85.0,13.86,16.8,82.5,2.17,3.66,59.4,0.06,0.58,1.99,0.61,0.08,31.72,6.94,0.58,0.05,0.08,1.27,6.25,0.0,0.0,0.0,0.0,0.16,0.87,1.54,1.19,0.03,0.03,0.16,0.11,0.03,0.16,0.13,0.0,0.03,0.0,0.0,0.0,2.23,1.46,1.35,0.74,0.13,1.11,1.7,65.6,0.58,0.82,0.21,0.58,2.81,2.39,0.11,49.19,2.65,16.33,23.96,9.75,0.9,49.19,1.91,0.87,45.8,0.93,48.6,23.43,132.72,62.81,1.11,0.34,1.78,0.95,26.32,0.0,0.85,1.22,0.16,0.0,0.03,0.0,4.88,0.72,1.11,39.1,1443,24.0,69.41195396683501,69.41195396683501,3,Robust Wide Stoppers
Milos Kerkez,2003-11-07,PremierLeague,Bournemouth,Left,Hungary,Fullbacks,3336,0.05,0.13,0.19,0.05,0.0,0.0,0.11,0.0,0.02,0.01,0.11,0.12,2.86,4.29,5.31,0.51,0.13,26.3,0.11,0.4,20.2,0.0,0.03,0.04,0.04,36.31,47.91,75.8,564.15,185.56,20.15,22.45,89.8,12.98,16.65,78.0,2.27,5.88,38.5,0.07,0.94,2.35,1.11,0.73,39.55,8.23,0.49,0.05,0.08,3.83,7.53,0.19,0.13,0.03,0.0,0.13,1.48,2.24,1.81,0.11,0.05,0.05,0.13,0.08,0.24,0.19,0.0,0.03,0.0,0.0,0.03,1.4,0.7,0.67,0.54,0.19,0.65,1.03,63.2,0.38,1.03,0.3,1.21,2.62,2.86,0.11,58.22,3.02,14.89,24.28,19.72,1.86,58.22,1.3,0.59,45.8,0.43,33.3,29.51,172.34,100.12,1.97,0.43,1.32,0.59,32.27,0.0,0.81,1.35,0.08,0.0,0.0,0.0,4.56,0.76,1.32,36.4,1808,22.0,78.10032999029823,82.57773608663696,1,Dynamic Engines
Giovanni Di Lorenzo,1993-08-04,SerieA,Napoli,Right,Italy,Fullbacks,3330,0.08,0.05,0.14,0.08,0.0,0.0,0.16,0.0,0.08,0.08,0.11,0.18,1.35,6.05,4.41,0.57,0.16,28.6,0.14,0.5,11.4,0.0,0.15,0.01,0.01,50.54,60.43,83.6,793.84,265.84,27.11,29.7,91.3,19.78,22.97,86.1,2.78,4.81,57.9,0.11,1.0,4.59,1.46,0.22,50.41,9.65,1.51,0.05,0.19,1.7,8.08,0.0,0.0,0.0,0.0,0.38,1.3,2.16,1.95,0.11,0.0,0.05,0.03,0.03,0.22,0.19,0.0,0.0,0.03,0.0,0.0,1.78,1.19,0.95,0.68,0.16,1.14,1.76,64.6,0.62,0.51,0.16,0.84,2.62,2.3,0.03,68.68,3.14,18.41,33.03,17.49,1.81,68.68,0.84,0.11,12.9,0.51,61.3,32.49,136.05,72.3,0.84,0.16,0.76,0.38,45.97,0.0,1.24,1.38,0.14,0.0,0.0,0.0,2.54,1.22,1.24,49.5,1838,32.0,78.06055041571112,78.06055041571112,0,Inverted Facilitators
Joško Gvardiol,2002-01-23,PremierLeague,Manchester City,Left,Croatia,Fullbacks,3277,0.14,0.0,0.14,0.14,0.0,0.0,0.05,0.0,0.13,0.12,0.06,0.17,2.5,7.25,3.32,1.1,0.33,30.0,0.13,0.42,12.9,0.0,0.11,0.01,0.02,67.4,74.73,90.2,1095.96,295.51,32.9,34.99,94.0,30.98,33.42,92.7,2.94,4.45,66.0,0.08,0.71,6.78,0.55,0.03,68.72,5.79,1.13,0.16,0.3,0.6,4.48,0.0,0.0,0.0,0.0,0.22,0.91,2.09,1.9,0.03,0.05,0.08,0.03,0.0,0.19,0.16,0.0,0.03,0.0,0.0,0.0,1.59,1.07,0.69,0.58,0.33,0.58,1.1,52.5,0.52,1.15,0.55,1.21,2.8,3.35,0.22,85.22,4.01,20.98,42.54,22.38,2.69,85.22,1.18,0.69,58.1,0.38,32.6,54.85,290.41,164.84,2.8,0.41,0.8,0.44,61.99,0.0,0.44,0.74,0.08,0.0,0.0,0.0,3.76,1.48,1.13,56.8,1960,23.0,81.82554553949365,86.53931159417978,0,Inverted Facilitators
Joe Bryan,1993-09-17,EFLChampionship,Millwall,Left,England,Fullbacks,3275,0.03,0.03,0.06,0.03,0.0,0.0,0.22,0.0,0.04,0.04,0.1,0.14,0.91,4.53,2.01,0.66,0.16,25.0,0.04,0.17,23.8,0.19,0.06,-0.01,-0.01,35.89,49.96,71.8,661.49,303.99,16.46,19.02,86.6,13.77,17.84,77.2,4.75,10.22,46.5,0.12,1.37,3.38,0.71,0.27,33.88,15.75,3.27,0.0,0.52,4.51,10.31,2.17,1.18,0.77,0.16,0.33,1.02,2.72,1.15,1.24,0.06,0.11,0.08,0.08,0.08,0.03,0.03,0.0,0.0,0.03,0.0,2.47,1.68,1.4,0.91,0.16,1.4,2.45,57.3,1.04,1.65,0.52,1.9,4.37,3.63,0.06,62.13,3.33,18.49,29.24,14.95,0.47,62.13,0.93,0.49,52.9,0.41,44.1,20.78,89.92,44.85,0.74,0.16,0.88,0.58,24.73,0.0,1.18,1.07,0.0,0.0,0.03,0.06,4.42,1.54,1.15,57.1,1525,32.0,71.96906093273834,71.96906093273834,4,Two-Way Modernisers
Daniel Muñoz,1996-05-26,PremierLeague,Crystal Palace,Right,Colombia,Fullbacks,3228,0.11,0.14,0.25,0.11,0.0,0.0,0.28,0.0,0.14,0.14,0.15,0.29,1.73,2.7,5.8,1.03,0.39,37.8,0.11,0.29,12.7,0.0,0.13,-0.03,-0.03,31.51,41.6,75.7,477.13,146.29,17.96,20.97,85.6,11.6,15.06,77.0,1.34,3.01,44.4,0.1,1.28,1.65,0.98,0.42,32.96,8.48,0.75,0.06,0.06,2.06,7.67,0.06,0.0,0.0,0.0,0.17,1.09,2.37,1.92,0.06,0.06,0.17,0.03,0.14,0.31,0.25,0.0,0.03,0.03,0.0,0.0,3.43,2.23,1.59,1.14,0.7,1.53,2.68,57.3,1.14,1.12,0.17,1.23,4.66,3.01,0.03,56.01,3.32,15.81,23.06,17.76,2.98,56.01,1.56,0.59,37.5,0.92,58.9,22.44,112.47,50.02,1.12,0.5,1.51,0.56,26.68,0.0,1.56,0.53,0.42,0.0,0.0,0.0,4.74,1.62,2.17,42.6,1835,29.0,79.37505543925668,79.37505543925668,4,Two-Way Modernisers
Emmanuel Gyasi,1994-01-11,SerieA,Empoli,Right,Ghana,Fullbacks,3217,0.06,0.03,0.08,0.06,0.0,0.0,0.14,0.0,0.11,0.11,0.02,0.13,0.62,1.48,3.02,0.62,0.22,36.4,0.09,0.25,11.4,0.0,0.18,-0.05,-0.05,23.39,30.33,77.1,360.39,132.38,12.62,14.69,85.9,8.67,10.83,80.1,1.37,2.6,52.7,0.05,0.48,1.23,0.56,0.22,22.13,8.09,0.06,0.06,0.08,1.04,8.03,0.0,0.0,0.0,0.0,0.11,0.98,1.12,0.92,0.11,0.03,0.03,0.03,0.0,0.14,0.11,0.03,0.0,0.0,0.0,0.0,1.45,0.81,0.9,0.39,0.17,0.67,1.06,63.2,0.39,0.76,0.25,0.31,1.76,2.15,0.0,38.89,2.43,9.34,18.91,10.94,1.43,38.89,0.98,0.56,57.1,0.36,37.1,15.95,68.07,24.17,0.5,0.25,1.51,0.67,18.91,0.0,1.57,0.59,0.39,0.0,0.0,0.03,3.78,1.2,1.9,38.7,1578,31.0,71.54147688645237,71.54147688645237,3,Robust Wide Stoppers
Angeliño,1997-01-04,SerieA,Roma,Left,Spain,Fullbacks,3177,0.06,0.03,0.09,0.06,0.0,0.0,0.03,0.0,0.04,0.04,0.1,0.14,1.87,4.87,4.87,0.68,0.17,25.0,0.08,0.33,20.0,0.0,0.06,0.02,0.02,43.74,55.78,78.4,801.53,282.1,18.33,20.65,88.8,20.26,24.59,82.4,4.59,8.84,51.9,0.11,1.42,3.82,1.64,0.62,47.28,8.33,1.39,0.09,0.51,3.29,6.6,0.31,0.09,0.23,0.0,0.17,0.71,2.52,1.93,0.4,0.06,0.03,0.11,0.0,0.2,0.17,0.0,0.0,0.0,0.03,0.0,1.3,0.68,0.57,0.68,0.06,0.48,0.96,50.0,0.48,0.93,0.26,0.79,2.1,2.78,0.0,64.19,2.89,18.13,29.49,17.05,1.33,64.19,0.76,0.31,40.7,0.31,40.7,34.05,162.15,86.35,1.47,0.31,0.76,0.26,41.81,0.0,0.91,0.93,0.14,0.03,0.0,0.0,2.86,0.85,0.76,52.6,1820,28.0,78.01496681003144,78.01496681003144,1,Dynamic Engines
