Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Elo,Age,Rating,Potential,Cluster,Cluster Name
Éderson,1999-07-07,SerieA,Atalanta,Right,Brazil,Midfielders,2881,0.13,0.03,0.16,0.13,0.0,0.0,0.16,0.03,0.13,0.13,0.13,0.26,1.25,6.75,2.47,1.22,0.37,30.8,0.1,0.33,17.5,0.0,0.1,0.0,0.0,53.11,61.42,86.5,977.32,265.47,20.34,23.18,87.7,27.02,29.11,92.8,5.09,6.84,74.4,0.15,1.16,6.03,1.28,0.16,59.42,1.81,1.59,0.19,0.94,0.72,0.16,0.06,0.0,0.03,0.0,0.19,0.87,3.06,2.44,0.06,0.19,0.19,0.06,0.13,0.31,0.28,0.0,0.0,0.03,0.0,0.0,1.62,1.0,0.59,0.87,0.16,0.69,1.06,64.7,0.37,0.94,0.19,1.09,2.72,1.12,0.03,72.1,1.97,15.31,39.77,17.87,1.75,72.1,1.62,0.72,44.2,0.81,50.0,46.55,219.21,105.15,1.78,0.37,1.37,1.28,53.17,0.03,0.97,1.66,0.0,0.0,0.0,0.0,5.81,1.66,1.12,59.6,1842,26.0,78.27565117030407,78.27565117030407,2,Vertical Connectors
Mario Pašalić,1995-02-09,SerieA,Atalanta,Right,Croatia,Midfielders,1967,0.14,0.18,0.32,0.14,0.0,0.05,0.05,0.0,0.3,0.27,0.15,0.42,2.01,6.82,3.11,2.06,0.5,24.4,0.07,0.27,13.5,0.0,0.13,-0.16,-0.13,54.81,62.82,87.3,971.65,275.77,22.15,24.34,91.0,27.09,29.88,90.7,4.8,6.45,74.5,0.1,1.46,6.04,1.1,0.05,60.53,1.92,1.24,0.14,0.37,0.5,0.23,0.09,0.0,0.0,0.0,0.37,0.55,3.25,2.75,0.18,0.09,0.18,0.0,0.05,0.41,0.37,0.05,0.0,0.0,0.0,0.0,1.19,0.73,0.5,0.59,0.09,0.5,1.19,42.3,0.69,1.01,0.32,0.55,1.74,1.28,0.05,72.29,2.1,12.72,42.23,17.89,3.2,72.25,0.82,0.23,27.8,0.55,66.7,47.95,253.57,124.87,2.38,0.27,1.1,1.01,55.46,0.0,0.87,0.46,0.09,0.0,0.0,0.0,5.12,1.37,1.33,50.8,1842,30.0,79.90155040002367,79.90155040002367,2,Vertical Connectors
Manuel Locatelli,1998-01-08,SerieA,Juventus,Right,Italy,Midfielders,2822,0.06,0.06,0.13,0.03,0.03,0.03,0.29,0.0,0.06,0.03,0.08,0.11,1.05,9.38,1.05,0.77,0.22,29.2,0.04,0.14,22.7,0.0,0.04,0.01,0.0,68.06,77.53,87.8,1280.47,462.09,28.03,30.3,92.5,30.94,34.09,90.7,8.36,11.42,73.2,0.09,0.92,10.43,0.99,0.06,73.8,3.44,2.9,0.1,1.05,0.77,0.26,0.26,0.06,0.13,0.0,0.29,0.45,3.13,2.71,0.16,0.03,0.1,0.06,0.06,0.26,0.19,0.03,0.0,0.0,0.0,0.03,2.3,1.56,0.92,1.12,0.26,1.02,1.79,57.1,0.77,1.85,0.64,0.73,3.03,2.46,0.0,87.77,4.94,22.68,52.75,13.01,0.57,87.74,0.7,0.26,36.4,0.41,59.1,49.72,222.38,116.76,1.28,0.03,0.8,0.26,64.81,0.0,1.47,0.7,0.03,0.0,0.03,0.0,4.5,1.12,0.7,61.4,1806,27.0,77.7637528459225,77.7637528459225,1,Tempo Dictators
Khéphren Thuram,2001-03-26,SerieA,Juventus,Right,France,Midfielders,2326,0.15,0.19,0.35,0.15,0.0,0.0,0.19,0.0,0.14,0.14,0.14,0.27,2.86,4.76,2.01,1.39,0.39,27.8,0.11,0.4,20.1,0.0,0.1,0.02,0.02,47.52,53.74,88.4,730.37,181.66,25.65,27.82,92.2,18.42,20.2,91.2,2.17,3.21,67.5,0.07,0.97,4.8,0.74,0.0,52.7,0.89,0.74,0.23,0.04,0.5,0.15,0.0,0.0,0.0,0.0,0.15,0.66,2.17,1.82,0.0,0.08,0.15,0.08,0.04,0.39,0.35,0.0,0.0,0.04,0.0,0.0,1.7,0.81,0.62,0.93,0.15,0.7,1.24,56.3,0.54,1.24,0.39,0.54,2.24,1.51,0.08,64.27,2.82,13.66,37.57,13.85,1.7,64.27,2.71,1.51,55.7,1.08,40.0,41.29,254.64,138.79,2.28,0.46,1.08,0.89,48.68,0.0,1.39,0.85,0.0,0.0,0.0,0.0,4.26,1.08,1.12,49.1,1806,24.0,79.77976840383793,81.4485562199916,2,Vertical Connectors
Nicolò Fagioli,2001-02-12,SerieA,Fiorentina,Right,Italy,Midfielders,1533,0.06,0.12,0.18,0.06,0.0,0.0,0.23,0.0,0.06,0.06,0.18,0.24,2.0,5.34,2.17,1.29,0.29,22.7,0.05,0.2,22.4,0.06,0.05,-0.01,-0.01,52.19,60.76,85.9,898.47,217.57,24.01,26.07,92.1,22.31,24.72,90.3,4.52,7.63,59.2,0.15,1.59,4.76,1.17,0.12,57.3,3.35,2.05,0.18,0.76,2.35,0.35,0.7,0.41,0.23,0.0,0.12,0.76,3.11,2.35,0.29,0.06,0.35,0.06,0.0,0.29,0.23,0.0,0.0,0.06,0.0,0.0,1.94,1.17,0.88,0.88,0.18,0.88,1.82,48.4,0.94,0.88,0.12,0.41,2.35,1.0,0.12,69.45,1.94,13.09,39.57,17.44,1.06,69.45,1.47,0.7,48.0,0.59,40.0,46.44,264.83,119.71,2.88,0.12,1.64,0.82,53.66,0.0,1.12,1.12,0.0,0.0,0.0,0.0,4.64,0.18,0.35,33.3,1757,24.0,76.84649432128637,77.99331662186091,2,Vertical Connectors
Douglas Luiz,1998-05-09,SerieA,Juventus,Right,Brazil,Midfielders,529,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.1,0.1,0.17,0.27,2.72,5.95,2.04,1.36,0.34,25.0,0.0,0.0,19.8,0.0,0.08,-0.1,-0.1,64.48,74.52,86.5,1166.26,276.47,30.11,33.01,91.2,24.84,27.73,89.6,8.51,12.25,69.4,0.22,2.55,3.23,1.53,0.17,68.05,6.29,2.55,0.17,0.68,4.42,0.68,3.06,1.02,1.87,0.0,0.17,0.17,4.76,3.06,1.19,0.0,0.51,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,2.21,1.36,1.19,0.85,0.17,1.02,1.53,66.7,0.51,0.85,0.34,0.68,2.89,0.85,0.0,82.85,2.38,16.16,44.4,22.97,1.36,82.85,2.38,1.87,78.6,0.51,21.4,46.96,286.84,155.84,1.7,0.0,1.36,1.19,59.04,0.0,2.38,1.19,0.0,0.0,0.17,0.0,5.27,0.85,0.68,55.6,1806,27.0,64.61825492101683,64.61825492101683,2,Vertical Connectors
Manu Koné,2001-05-17,SerieA,Roma,Right,France,Midfielders,2572,0.07,0.04,0.11,0.07,0.0,0.0,0.21,0.0,0.12,0.12,0.06,0.18,2.45,5.04,1.75,1.19,0.28,23.5,0.06,0.25,19.9,0.0,0.1,-0.05,-0.05,40.59,44.55,91.1,661.88,155.37,19.39,21.14,91.7,17.36,18.37,94.5,2.69,3.11,86.5,0.06,0.66,3.95,0.52,0.04,43.43,1.05,1.01,0.14,0.18,0.07,0.04,0.0,0.0,0.0,0.0,0.07,0.49,2.34,1.61,0.04,0.18,0.21,0.21,0.11,0.21,0.11,0.0,0.04,0.0,0.04,0.04,1.43,0.91,0.59,0.59,0.24,0.66,1.4,47.5,0.73,0.94,0.14,0.84,2.27,0.98,0.0,54.41,1.19,8.54,33.91,13.09,1.4,54.41,2.52,1.05,41.7,0.94,37.5,35.2,214.33,102.28,2.31,0.45,1.89,1.57,41.33,0.0,0.98,3.01,0.07,0.0,0.04,0.0,4.58,0.7,1.15,37.7,1820,24.0,76.95982594663835,78.70142445429927,6,Hybrid Workhorses
Bryan Cristante,1995-03-03,SerieA,Roma,Right,Italy,Midfielders,2045,0.18,0.09,0.26,0.18,0.0,0.0,0.35,0.0,0.09,0.09,0.06,0.15,1.1,6.38,1.8,1.32,0.31,23.3,0.13,0.57,16.9,0.0,0.07,0.08,0.08,46.96,57.04,82.3,829.5,231.45,20.33,23.5,86.5,21.78,24.29,89.7,4.09,6.69,61.2,0.06,0.79,6.29,0.75,0.0,55.58,1.19,1.14,0.22,0.4,0.66,0.04,0.0,0.0,0.0,0.0,0.26,0.84,2.24,2.02,0.0,0.0,0.18,0.04,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,2.11,1.28,0.79,1.06,0.26,0.66,1.14,57.7,0.48,0.88,0.44,0.84,2.95,1.58,0.04,65.88,2.51,11.49,43.17,11.57,1.8,65.88,0.62,0.26,42.9,0.26,42.9,36.66,184.58,90.66,1.32,0.09,1.01,0.57,46.52,0.0,1.63,0.4,0.0,0.0,0.0,0.0,4.8,2.68,2.55,51.3,1820,30.0,76.97414660597107,76.97414660597107,2,Vertical Connectors
Leandro Paredes,1994-06-29,SerieA,Roma,Right,Argentina,Midfielders,1373,0.2,0.07,0.26,0.07,0.13,0.13,0.26,0.0,0.15,0.05,0.1,0.14,1.11,6.95,0.92,1.57,0.46,29.2,0.04,0.14,29.3,0.33,0.03,0.05,0.02,72.43,82.33,88.0,1389.13,426.8,26.81,28.19,95.1,35.33,37.69,93.7,9.57,14.68,65.2,0.1,1.38,7.21,0.98,0.2,74.99,7.01,4.33,0.39,0.72,3.74,0.26,2.43,0.79,1.38,0.0,0.33,0.66,3.15,2.16,0.59,0.07,0.2,0.0,0.13,0.13,0.07,0.07,0.0,0.0,0.0,0.0,1.7,0.92,0.59,0.79,0.33,1.05,2.1,50.0,1.05,0.92,0.33,1.25,2.95,2.16,0.13,90.52,5.11,23.4,54.21,13.63,0.33,90.39,0.2,0.2,100.0,0.0,0.0,54.14,267.77,132.41,1.05,0.0,0.39,0.07,65.29,0.0,0.98,1.05,0.0,0.0,0.07,0.0,5.44,0.59,0.13,81.8,1820,31.0,76.89176993420034,76.89176993420034,1,Tempo Dictators
Niccolò Pisilli,2004-09-23,SerieA,Roma,Right,Italy,Midfielders,1227,0.15,0.07,0.22,0.15,0.0,0.0,0.51,0.0,0.2,0.2,0.05,0.25,1.61,4.62,3.23,1.98,0.51,25.9,0.07,0.29,18.1,0.0,0.1,-0.05,-0.05,34.55,41.37,83.5,577.19,139.73,15.99,18.04,88.6,15.26,17.38,87.8,2.49,3.89,64.2,0.07,0.73,4.91,0.59,0.15,40.71,0.37,0.22,0.22,0.22,0.73,0.07,0.07,0.0,0.0,0.0,0.29,0.51,2.57,1.98,0.0,0.07,0.22,0.22,0.07,0.37,0.29,0.0,0.0,0.07,0.0,0.0,1.76,0.81,0.81,0.59,0.37,0.88,1.61,54.5,0.73,1.03,0.22,0.81,2.57,1.17,0.0,52.67,1.39,7.41,30.59,15.04,2.49,52.67,1.03,0.37,35.7,0.44,42.9,28.53,138.48,67.56,1.17,0.44,1.98,1.1,37.19,0.0,1.39,0.95,0.07,0.0,0.0,0.0,4.25,0.22,1.54,12.5,1820,21.0,76.86323585672736,82.91516297850828,0,Advanced Playmakers
Edoardo Bove,2002-05-16,SerieA,Fiorentina,Right,Italy,Midfielders,851,0.11,0.21,0.32,0.11,0.0,0.0,0.32,0.0,0.06,0.06,0.16,0.22,1.27,3.91,2.54,0.74,0.21,28.6,0.14,0.5,14.6,0.0,0.08,0.04,0.04,29.82,36.38,82.0,494.1,111.89,14.7,16.82,87.4,11.84,13.22,89.6,2.54,3.38,75.0,0.08,1.16,1.9,0.42,0.0,33.95,2.01,1.59,0.11,0.32,0.21,0.32,0.11,0.0,0.0,0.0,0.42,1.37,3.28,2.54,0.11,0.11,0.11,0.32,0.11,0.74,0.53,0.0,0.11,0.0,0.11,0.0,2.54,1.8,0.74,1.48,0.32,1.48,2.96,50.0,1.48,1.27,0.0,0.63,3.17,0.85,0.0,46.22,1.27,8.46,25.8,12.37,2.22,46.22,1.69,0.74,43.8,0.74,43.8,26.55,136.22,56.16,2.01,0.21,1.37,1.16,30.25,0.0,1.69,2.22,0.0,0.11,0.0,0.0,4.76,1.16,1.59,42.3,1757,23.0,75.65114965399958,78.09841559763461,3,Supportive Engines
