Player,Birthdate,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Nuno Mendes,2002-06-19,Paris Saint-Germain,Left,Portugal,Fullbacks,1676,0.05,0.16,0.21,0.05,0.0,0.0,0.16,0.0,0.12,0.12,0.27,0.39,3.11,6.82,5.8,1.13,0.48,42.9,0.05,0.11,20.2,0.05,0.1,-0.06,-0.06,69.43,79.9,86.9,1218.06,335.94,30.82,33.62,91.7,31.74,35.55,89.3,5.85,7.95,73.6,0.22,1.61,6.39,1.83,0.7,71.31,8.43,1.56,0.16,1.34,3.22,6.39,0.48,0.27,0.16,0.0,0.16,1.13,3.87,2.85,0.32,0.27,0.21,0.16,0.05,0.32,0.27,0.05,0.0,0.0,0.0,0.0,1.61,1.02,0.81,0.64,0.16,1.24,2.09,59.0,0.86,1.34,0.43,0.97,2.58,1.99,0.11,91.34,2.95,20.14,47.26,24.92,2.26,91.34,2.85,1.66,58.5,1.13,39.6,53.16,259.47,172.21,2.31,0.64,1.5,1.18,65.24,0.0,0.7,1.24,0.05,0.05,0.05,0.0,5.8,0.81,0.59,57.7
Lee Kang-in,2001-02-19,Paris Saint-Germain,Left,Korea Republic,Att Mid / Wingers,1663,0.32,0.32,0.65,0.32,0.0,0.0,0.05,0.0,0.19,0.19,0.3,0.49,2.71,7.74,7.47,2.22,0.76,34.1,0.15,0.43,19.0,0.05,0.09,0.14,0.14,60.07,68.62,87.5,932.47,228.11,33.39,35.45,94.2,19.05,21.27,89.6,5.25,8.01,65.5,0.35,3.03,5.57,2.33,0.38,62.18,6.17,0.81,0.7,0.54,5.09,0.38,4.55,1.3,1.73,0.0,0.27,0.87,5.25,3.79,1.14,0.16,0.16,0.0,0.0,0.32,0.27,0.05,0.0,0.0,0.0,0.0,1.35,0.92,0.38,0.6,0.38,1.03,1.89,54.3,0.87,0.6,0.05,0.16,1.52,0.16,0.05,77.5,0.7,5.79,33.34,38.97,3.68,77.5,2.76,1.57,56.9,1.03,37.3,50.76,266.97,118.74,2.44,0.97,1.19,1.41,63.43,0.0,1.14,1.52,0.05,0.0,0.0,0.0,3.95,0.27,0.54,33.3
Désiré Doué,2005-06-03,Paris Saint-Germain,Right,France,Att Mid / Wingers,1730,0.31,0.31,0.62,0.31,0.0,0.0,0.05,0.0,0.27,0.27,0.41,0.68,5.05,7.23,12.07,2.86,1.04,36.4,0.11,0.3,17.9,0.0,0.09,0.05,0.05,48.54,58.94,82.3,723.95,174.33,26.95,29.65,90.9,17.17,20.76,82.7,2.5,4.58,54.5,0.3,2.86,4.32,2.65,0.83,55.46,3.43,0.57,0.42,0.36,4.06,1.25,1.2,0.42,0.26,0.05,0.05,1.09,5.67,4.37,0.05,0.73,0.21,0.26,0.05,1.25,0.78,0.0,0.21,0.05,0.16,0.05,2.5,1.56,0.78,0.99,0.73,1.25,2.65,47.1,1.4,1.35,0.0,0.68,3.17,0.36,0.0,76.01,0.21,7.13,33.61,36.47,6.4,76.01,6.71,2.97,44.2,3.17,47.3,46.77,298.09,160.02,2.6,2.45,2.81,1.92,60.55,0.0,1.46,2.29,0.05,0.1,0.0,0.0,4.84,0.42,0.52,44.4
Gonçalo Ramos,2001-06-20,Paris Saint-Germain,Right,Portugal,Forwards,1066,0.84,0.25,1.1,0.68,0.17,0.25,0.08,0.0,1.15,0.95,0.19,1.13,0.93,2.03,5.32,4.39,2.45,55.8,0.15,0.28,11.3,0.0,0.22,-0.3,-0.28,16.29,20.35,80.1,192.41,30.99,10.98,13.09,83.9,3.71,4.47,83.0,0.25,0.34,75.0,0.12,1.27,0.76,0.76,0.0,20.01,0.25,0.17,0.17,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.08,0.68,2.53,1.94,0.0,0.0,0.42,0.17,0.0,0.51,0.34,0.0,0.0,0.08,0.08,0.0,0.93,0.51,0.42,0.42,0.08,0.25,0.51,50.0,0.25,0.42,0.08,0.0,0.93,0.42,0.0,29.8,0.51,2.28,9.12,18.57,8.19,29.55,0.93,0.08,9.1,0.76,81.8,13.09,63.74,28.87,0.51,0.34,1.35,0.93,23.81,0.0,0.68,0.93,0.76,0.08,0.0,0.0,1.52,1.69,1.27,57.1
Khvicha Kvaratskhelia,2001-02-12,Paris Saint-Germain,Right,Georgia,Att Mid / Wingers,916,0.39,0.29,0.69,0.39,0.0,0.0,0.0,0.0,0.32,0.32,0.48,0.81,4.91,4.22,12.87,3.34,1.47,44.1,0.12,0.27,19.0,0.2,0.1,0.07,0.07,45.98,53.74,85.6,647.0,145.41,28.89,30.85,93.6,13.66,15.92,85.8,1.87,3.34,55.9,0.37,2.46,3.14,1.97,0.39,49.81,3.73,0.49,0.49,0.29,3.24,0.49,2.65,0.59,1.18,0.0,0.2,1.47,5.9,3.83,0.29,0.88,0.29,0.29,0.29,0.79,0.49,0.0,0.2,0.1,0.0,0.0,1.87,1.28,0.39,1.18,0.29,1.28,2.26,56.5,0.98,0.69,0.0,0.2,2.06,0.39,0.0,65.63,0.39,3.05,23.78,39.69,6.98,65.63,5.21,2.46,47.2,2.46,47.2,43.62,289.55,149.05,3.64,2.75,1.87,2.46,54.53,0.0,1.18,1.77,0.0,0.0,0.0,0.0,2.65,0.29,0.49,37.5
Lucas Hernández,1996-02-14,Paris Saint-Germain,Left,France,Fullbacks,877,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.01,0.01,0.62,5.13,0.41,0.31,0.0,0.0,0.0,,24.4,0.0,0.01,0.0,0.0,85.38,93.08,91.7,1465.66,497.82,32.33,33.76,95.7,48.95,51.31,95.4,2.87,5.44,52.8,0.02,0.1,5.64,0.1,0.0,85.59,7.49,1.64,0.1,0.51,0.21,5.75,0.0,0.0,0.0,0.0,0.0,0.82,1.13,0.92,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,1.85,1.33,0.92,0.21,1.44,2.36,60.9,0.92,1.23,0.51,0.72,3.18,3.8,0.21,103.03,6.57,32.74,64.34,6.36,0.21,103.03,0.31,0.21,66.7,0.0,0.0,55.52,240.75,137.92,1.13,0.0,0.51,0.21,76.56,0.0,0.92,0.92,0.0,0.0,0.0,0.1,4.62,1.33,0.62,68.4
Senny Mayulu,2006-05-17,Paris Saint-Germain,,France,Midfielders,808,0.22,0.22,0.45,0.22,0.0,0.0,0.11,0.0,0.32,0.32,0.23,0.55,3.23,5.12,6.24,2.78,0.89,32.0,0.08,0.25,15.9,0.0,0.12,-0.1,-0.1,45.0,51.24,87.8,698.17,116.4,23.73,26.06,91.0,16.49,17.82,92.5,2.78,3.23,86.2,0.22,1.34,3.56,1.56,0.11,47.56,3.45,0.78,0.0,0.45,1.0,1.45,0.45,0.22,0.0,0.0,0.22,1.34,4.23,3.12,0.0,0.0,0.56,0.22,0.33,0.67,0.67,0.0,0.0,0.0,0.0,0.0,2.78,1.78,0.89,1.56,0.33,0.89,1.56,57.1,0.67,0.89,0.33,0.56,3.34,1.34,0.0,65.94,1.89,8.35,29.52,28.63,4.46,65.94,3.68,1.67,45.5,1.89,51.5,37.98,195.26,85.21,2.12,0.89,2.34,2.34,48.79,0.0,2.23,2.01,0.0,0.0,0.0,0.0,3.56,0.11,1.11,9.1
Marco Asensio,1996-01-21,Aston Villa,Left,Spain,Forwards,618,0.29,0.58,0.87,0.29,0.0,0.0,0.0,0.0,0.82,0.82,0.39,1.21,2.77,5.24,7.14,3.79,2.04,53.8,0.08,0.14,14.5,0.29,0.22,-0.52,-0.52,42.38,48.79,86.9,606.7,117.67,26.65,28.54,93.4,11.65,13.54,86.0,2.77,3.79,73.1,0.25,2.33,4.51,0.58,0.15,45.73,2.77,0.29,0.58,0.15,1.89,0.44,0.87,0.29,0.0,0.0,0.29,1.02,5.39,3.93,0.29,0.29,0.87,0.0,0.0,1.02,1.02,0.0,0.0,0.0,0.0,0.0,0.58,0.44,0.15,0.44,0.0,0.0,0.87,0.0,0.87,0.15,0.0,0.0,0.58,0.15,0.0,54.9,0.29,2.91,26.21,26.5,5.83,54.9,1.17,0.58,50.0,0.44,37.5,37.86,188.16,86.8,1.89,1.31,0.44,0.73,47.18,0.0,0.15,0.58,0.44,0.0,0.0,0.0,2.62,0.15,0.29,33.3
Mason Greenwood,2001-10-01,Marseille,Left,England,Att Mid / Wingers,2804,0.67,0.16,0.83,0.45,0.22,0.29,0.1,0.0,0.52,0.29,0.18,0.48,4.04,5.04,9.47,3.56,1.44,40.5,0.13,0.31,19.8,0.1,0.08,0.15,0.16,34.95,44.58,78.4,581.85,136.41,17.81,20.73,85.9,12.68,15.25,83.2,3.34,5.97,55.9,0.25,1.51,2.5,2.25,0.45,42.14,2.28,0.42,0.42,0.8,3.53,0.26,1.38,0.93,0.13,0.0,0.16,0.83,3.95,2.5,0.42,0.39,0.39,0.22,0.03,0.61,0.48,0.0,0.03,0.06,0.03,0.0,1.12,0.58,0.32,0.45,0.35,0.51,1.25,41.0,0.74,0.22,0.0,0.39,1.51,0.16,0.06,56.04,0.13,3.43,23.3,29.82,4.85,55.75,4.14,1.73,41.9,2.12,51.2,38.97,225.96,115.84,2.28,2.15,2.02,1.41,46.57,0.0,0.77,1.19,0.06,0.06,0.0,0.0,2.82,0.26,0.22,53.3
Pierre Højbjerg,1995-08-05,Marseille,Right,Denmark,Midfielders,2664,0.07,0.14,0.2,0.07,0.0,0.0,0.17,0.0,0.11,0.11,0.13,0.24,1.22,8.89,1.45,1.11,0.27,24.2,0.06,0.25,18.9,0.24,0.1,-0.04,-0.04,90.34,97.8,92.4,1400.95,422.6,46.82,49.36,94.9,36.99,38.92,95.1,3.75,5.57,67.3,0.15,1.45,7.8,0.98,0.0,94.16,3.58,2.77,0.34,0.44,0.64,0.3,0.44,0.2,0.17,0.0,0.07,0.68,3.38,2.7,0.37,0.0,0.14,0.07,0.1,0.34,0.27,0.03,0.0,0.0,0.0,0.03,2.16,1.52,0.84,1.08,0.24,1.25,2.33,53.6,1.08,0.95,0.14,1.42,3.58,1.11,0.07,107.23,2.7,21.55,69.97,16.45,1.66,107.23,0.81,0.24,29.2,0.54,66.7,65.88,276.96,137.97,1.11,0.2,1.11,0.84,87.64,0.0,1.01,1.32,0.0,0.0,0.0,0.0,5.78,0.71,0.61,53.8
Luis Henrique,2001-12-14,Marseille,Right,Brazil,Fullbacks,2613,0.24,0.24,0.48,0.24,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.29,2.89,4.93,9.64,1.03,0.48,46.7,0.23,0.5,14.6,0.0,0.14,0.1,0.1,39.82,49.15,81.0,614.05,178.76,22.04,25.07,87.9,14.47,17.39,83.2,2.41,4.24,56.9,0.17,1.83,3.27,1.62,0.69,46.5,2.58,0.17,0.07,0.21,3.34,2.14,0.28,0.03,0.17,0.0,0.07,1.07,3.62,3.0,0.21,0.24,0.14,0.0,0.03,0.52,0.52,0.0,0.0,0.0,0.0,0.0,0.55,0.31,0.24,0.21,0.1,0.31,0.34,90.0,0.03,0.52,0.07,0.34,0.9,1.03,0.0,56.59,1.1,8.44,22.63,26.21,2.72,56.59,3.13,1.76,56.0,1.31,41.8,34.96,186.79,100.85,1.89,1.0,1.03,0.65,44.16,0.0,0.28,0.28,0.31,0.0,0.0,0.0,4.0,0.0,0.17,0.0
Adrien Rabiot,1995-04-03,Marseille,Left,France,Att Mid / Wingers,2485,0.33,0.14,0.47,0.33,0.0,0.0,0.14,0.0,0.26,0.26,0.14,0.4,2.86,6.08,6.3,1.74,0.8,45.8,0.19,0.41,13.2,0.0,0.15,0.06,0.06,47.41,55.88,84.8,652.67,145.99,28.1,30.75,91.4,15.57,18.11,86.0,1.38,2.43,56.7,0.14,1.01,5.32,0.87,0.18,54.62,1.16,0.69,0.22,0.0,1.45,0.4,0.0,0.0,0.0,0.0,0.11,1.38,2.39,1.92,0.0,0.18,0.22,0.07,0.0,0.4,0.29,0.0,0.07,0.0,0.04,0.0,1.77,1.12,0.62,0.76,0.4,0.69,1.16,59.4,0.47,0.76,0.07,0.76,2.54,1.16,0.0,65.99,1.3,8.22,35.02,23.32,3.62,65.99,1.81,0.94,52.0,0.83,46.0,39.69,211.4,101.95,1.88,0.58,1.88,1.12,52.33,0.0,1.92,1.2,0.43,0.0,0.04,0.0,4.49,1.23,0.94,56.7
