Player,Birthdate,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Matheus Reis,1995-02-18,Sporting CP,Left,Brazil,Center Backs,1319,0.0,0.14,0.14,0.0,0.0,0.0,0.34,0.07,0.04,0.04,0.08,0.12,2.39,7.1,3.75,0.48,0.0,0.0,0.0,,11.7,0.0,0.09,-0.04,-0.04,58.89,67.28,87.5,1004.33,347.24,26.34,28.04,93.9,28.18,31.18,90.4,3.68,6.21,59.3,0.09,0.75,7.23,1.09,0.27,60.93,6.21,1.5,0.2,0.07,1.84,4.57,0.0,0.0,0.0,0.0,0.14,0.48,1.71,1.43,0.0,0.07,0.07,0.07,0.07,0.27,0.2,0.0,0.07,0.0,0.0,0.0,1.23,0.75,0.61,0.48,0.14,0.68,1.09,62.5,0.41,0.75,0.14,0.68,1.91,2.66,0.0,75.94,3.68,18.9,42.65,15.01,1.36,75.94,0.82,0.55,66.7,0.14,16.7,46.06,213.64,129.51,1.43,0.27,0.89,0.48,53.77,0.0,1.5,0.96,0.14,0.0,0.0,0.0,3.68,1.71,1.02,62.5
Daniel Bragança,1999-05-27,Sporting CP,Left,Portugal,Midfielders,1077,0.25,0.33,0.59,0.25,0.0,0.0,0.25,0.0,0.23,0.23,0.14,0.37,1.34,7.27,3.84,2.59,0.75,29.0,0.1,0.33,20.0,0.0,0.09,0.03,0.03,51.23,57.24,89.5,828.72,209.75,26.74,28.66,93.3,19.97,21.81,91.6,3.51,4.43,79.2,0.14,1.75,6.43,1.25,0.08,55.99,1.09,0.75,0.17,0.33,1.0,0.08,0.08,0.0,0.08,0.0,0.17,0.5,4.6,3.34,0.0,0.5,0.42,0.17,0.17,0.59,0.42,0.0,0.08,0.08,0.0,0.0,2.17,1.25,0.42,1.0,0.75,1.17,1.84,63.6,0.67,1.17,0.08,0.33,2.51,0.59,0.08,66.77,0.84,7.1,37.77,22.4,3.18,66.77,1.34,0.84,62.5,0.42,31.3,43.96,192.79,97.27,2.59,0.08,1.5,0.92,53.98,0.0,1.25,1.92,0.0,0.0,0.0,0.0,4.51,0.67,0.84,44.4
Hidemasa Morita,1995-05-10,Sporting CP,,Japan,Midfielders,1294,0.14,0.21,0.35,0.14,0.0,0.0,0.07,0.0,0.11,0.11,0.19,0.3,1.46,7.44,2.71,0.97,0.28,28.6,0.14,0.5,16.4,0.0,0.11,0.03,0.03,46.53,55.02,84.6,750.6,232.37,23.86,26.99,88.4,18.85,21.0,89.7,2.92,4.45,65.6,0.15,1.39,6.89,0.77,0.0,54.32,0.63,0.56,0.07,0.21,0.56,0.07,0.0,0.0,0.0,0.0,0.07,0.97,3.34,3.13,0.0,0.0,0.14,0.0,0.07,0.35,0.35,0.0,0.0,0.0,0.0,0.0,2.43,1.6,0.7,1.39,0.35,1.11,1.74,64.0,0.63,1.04,0.21,0.83,3.27,1.18,0.07,64.13,1.95,10.36,40.83,13.77,2.36,64.13,1.11,0.63,56.3,0.49,43.8,37.35,151.21,74.63,0.97,0.14,1.46,0.63,45.42,0.0,1.18,0.56,0.0,0.0,0.0,0.0,6.05,1.32,0.97,57.6
Pedro Gonçalves,1998-06-28,Sporting CP,Right,Portugal,Att Mid / Wingers,870,0.52,0.41,0.93,0.52,0.0,0.0,0.31,0.0,0.43,0.43,0.42,0.87,2.17,5.28,7.24,3.93,0.93,23.7,0.13,0.56,17.6,0.1,0.11,0.08,0.08,29.07,38.48,75.5,449.17,176.59,16.66,19.24,86.6,8.07,10.97,73.6,2.69,4.97,54.2,0.38,4.34,3.1,2.38,0.21,32.9,5.48,2.69,1.03,0.31,3.93,0.62,2.17,1.55,0.31,0.0,0.1,1.34,6.72,3.62,1.86,0.21,0.41,0.52,0.1,0.62,0.41,0.0,0.0,0.1,0.0,0.1,1.34,0.41,0.1,0.72,0.52,0.41,1.24,33.3,0.83,0.62,0.1,0.52,1.86,0.0,0.0,53.9,0.0,3.52,19.14,31.55,5.59,53.9,3.83,1.14,29.7,2.48,64.9,30.41,129.0,59.9,1.55,1.03,3.0,1.55,36.21,0.0,1.14,1.03,0.21,0.0,0.0,0.0,3.31,0.21,0.93,18.2
Iván Fresneda,2004-09-28,Sporting CP,,Spain,Fullbacks,961,0.28,0.0,0.28,0.28,0.0,0.0,0.19,0.0,0.18,0.18,0.09,0.28,2.62,3.93,6.56,0.84,0.56,66.7,0.33,0.5,12.6,0.0,0.22,0.1,0.1,40.27,49.82,80.8,619.04,169.89,21.82,25.01,87.3,15.73,17.98,87.5,1.97,3.47,56.8,0.07,0.75,2.25,0.84,0.37,40.36,9.46,0.28,0.09,0.09,2.15,9.18,0.0,0.0,0.0,0.0,0.0,1.5,1.4,1.12,0.09,0.09,0.0,0.09,0.0,0.19,0.09,0.0,0.0,0.0,0.09,0.0,2.44,1.59,0.94,0.94,0.56,1.22,2.25,54.2,1.03,1.78,0.37,0.94,3.37,1.22,0.0,62.56,1.69,12.83,30.34,19.85,1.87,62.56,2.15,0.56,26.1,1.5,69.6,34.09,199.01,98.15,1.12,0.37,1.69,0.56,35.68,0.0,1.22,1.12,0.09,0.0,0.0,0.0,4.87,0.28,1.4,16.7
Conrad Harder,2005-04-07,Sporting CP,,Denmark,Att Mid / Wingers,784,0.57,0.57,1.15,0.57,0.0,0.0,0.0,0.0,0.34,0.34,0.33,0.67,2.41,1.26,9.18,5.17,1.84,35.6,0.11,0.31,17.0,0.0,0.07,0.23,0.23,12.63,20.78,60.8,174.49,43.85,7.81,10.91,71.6,3.67,5.63,65.3,0.69,1.61,42.9,0.23,1.49,0.69,0.69,0.34,20.09,0.57,0.11,0.0,0.0,2.76,0.23,0.0,0.0,0.0,0.0,0.11,1.26,3.79,2.3,0.11,0.34,0.92,0.11,0.0,0.8,0.57,0.0,0.0,0.23,0.0,0.0,0.8,0.69,0.0,0.57,0.23,0.46,1.61,28.6,1.15,0.92,0.0,0.34,1.15,0.92,0.0,36.39,0.69,2.3,11.25,23.53,7.0,36.39,3.44,1.95,56.7,1.49,43.3,24.68,126.51,55.68,1.61,0.92,3.1,1.95,28.58,0.0,2.41,2.41,0.46,0.0,0.0,0.0,2.64,2.64,2.41,52.3
Jerry St. Juste,1996-10-19,Sporting CP,Right,Netherlands,Center Backs,581,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.05,0.05,0.0,0.05,0.77,5.42,0.31,0.46,0.0,0.0,0.0,,29.5,0.15,0.11,-0.05,-0.05,67.85,71.57,94.8,1168.76,361.55,26.18,26.95,97.1,37.95,39.66,95.7,2.94,3.72,79.2,0.02,0.0,5.58,0.0,0.0,68.62,2.94,1.86,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,1.55,1.39,0.0,0.0,0.15,0.0,0.0,0.31,0.15,0.0,0.0,0.15,0.0,0.0,2.17,1.55,1.55,0.62,0.0,1.39,1.39,100.0,0.0,1.24,0.62,0.93,3.1,4.34,0.0,80.55,8.52,35.63,42.13,3.1,0.46,80.55,0.46,0.46,100.0,0.0,0.0,54.53,289.52,165.75,0.93,0.0,0.46,0.0,58.24,0.0,2.48,0.93,0.0,0.0,0.15,0.0,4.34,1.39,2.48,36.0
Rodrigo Ribeiro,2005-04-28,AVS Futebol,,Portugal,Forwards,992,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.34,0.34,0.05,0.4,1.72,1.27,4.17,2.54,0.36,14.3,0.04,0.25,16.2,0.0,0.14,-0.25,-0.25,11.79,18.24,64.7,158.86,35.66,7.26,10.16,71.4,3.18,4.54,70.0,0.64,1.0,63.6,0.05,0.73,1.0,0.27,0.0,16.78,1.36,0.0,0.18,0.09,0.27,0.09,0.0,0.0,0.0,0.0,0.09,0.73,2.18,1.18,0.0,0.18,0.54,0.27,0.0,0.27,0.18,0.0,0.0,0.09,0.0,0.0,0.45,0.18,0.0,0.36,0.09,0.09,0.27,33.3,0.18,1.0,0.18,0.45,0.91,1.72,0.0,33.02,1.54,5.63,14.06,14.06,4.54,33.02,4.17,1.27,30.4,2.72,65.2,15.97,92.27,37.38,1.0,0.64,2.9,0.91,22.23,0.0,1.54,1.72,1.09,0.09,0.0,0.0,2.54,3.36,4.26,44.0
Álvaro Carreras,2003-03-23,Benfica,Left,Spain,Fullbacks,2743,0.1,0.03,0.13,0.1,0.0,0.0,0.3,0.0,0.04,0.04,0.1,0.14,2.85,6.63,6.92,0.62,0.16,26.3,0.16,0.6,19.6,0.0,0.07,0.06,0.06,54.53,67.33,81.0,971.33,344.61,24.74,27.69,89.3,24.08,27.89,86.4,4.92,8.76,56.2,0.09,1.08,5.87,1.21,0.43,56.83,10.04,1.31,0.03,0.85,2.69,8.63,0.1,0.0,0.0,0.0,0.46,1.28,2.76,2.33,0.16,0.1,0.07,0.07,0.03,0.39,0.3,0.03,0.03,0.03,0.0,0.0,2.07,1.25,0.92,0.92,0.23,1.25,1.97,63.3,0.72,0.79,0.26,1.31,3.38,2.46,0.1,77.27,2.2,18.31,38.82,21.06,1.54,77.27,2.33,1.12,47.9,0.98,42.3,45.02,231.81,122.94,2.03,0.53,1.57,0.39,50.53,0.0,1.28,0.92,0.1,0.0,0.0,0.0,5.48,1.02,0.72,58.5
Nicolás Otamendi,1988-02-12,Benfica,Right,Argentina,Center Backs,2706,0.2,0.07,0.27,0.2,0.0,0.0,0.13,0.0,0.12,0.12,0.05,0.17,0.5,4.39,0.33,0.93,0.4,42.9,0.21,0.5,10.2,0.0,0.13,0.08,0.08,60.03,67.25,89.3,1172.96,439.22,20.72,22.92,90.4,31.6,33.46,94.4,7.18,9.75,73.7,0.07,0.33,3.76,0.17,0.0,64.39,2.73,1.56,0.0,0.23,0.07,0.07,0.0,0.0,0.0,0.0,0.13,0.13,1.06,0.9,0.0,0.0,0.1,0.03,0.03,0.17,0.13,0.0,0.0,0.0,0.03,0.0,1.76,1.03,0.93,0.67,0.17,0.96,1.43,67.4,0.47,0.96,0.47,2.0,3.76,3.89,0.17,78.39,7.78,34.39,40.54,3.89,2.16,78.39,0.43,0.3,69.2,0.13,30.8,47.66,268.74,149.9,0.27,0.0,0.43,0.07,52.55,0.0,0.86,0.83,0.03,0.03,0.07,0.0,4.86,4.09,1.4,74.5
Orkun Kökçü,2000-12-29,Benfica,Right,Turkey,Midfielders,2633,0.24,0.24,0.48,0.17,0.07,0.07,0.27,0.0,0.16,0.11,0.26,0.36,2.22,10.56,3.76,2.05,0.75,36.7,0.08,0.23,25.8,0.48,0.05,0.08,0.06,56.57,69.01,82.0,1053.92,349.16,23.35,26.46,88.2,23.79,26.94,88.3,7.93,12.54,63.2,0.25,2.6,7.96,2.39,0.48,62.21,6.29,2.46,0.58,0.89,4.72,0.51,3.32,2.15,0.31,0.03,0.51,0.92,5.06,3.52,1.16,0.0,0.21,0.14,0.03,0.62,0.41,0.1,0.0,0.1,0.0,0.0,1.37,0.92,0.48,0.72,0.17,0.62,1.3,47.4,0.68,0.79,0.0,0.44,1.81,0.34,0.1,77.28,0.82,8.65,43.72,25.7,1.44,77.22,1.16,0.38,32.4,0.72,61.8,48.26,238.25,114.61,1.67,0.1,1.26,0.75,57.05,0.0,1.16,1.47,0.1,0.0,0.0,0.0,6.22,0.17,0.48,26.3
Fredrik Aursnes,1995-12-10,Benfica,Right,Norway,Midfielders,2350,0.11,0.19,0.31,0.11,0.0,0.0,0.04,0.0,0.09,0.09,0.18,0.27,1.72,6.32,6.09,1.07,0.42,39.3,0.11,0.27,20.6,0.0,0.09,0.02,0.02,40.79,49.79,81.9,689.63,207.08,19.49,21.64,90.1,16.62,18.88,88.0,3.49,5.78,60.3,0.17,1.11,4.9,1.53,0.15,47.49,2.03,0.42,0.19,0.46,1.88,1.23,0.38,0.15,0.23,0.0,0.27,1.49,2.64,2.3,0.11,0.0,0.11,0.04,0.08,0.42,0.42,0.0,0.0,0.0,0.0,0.0,1.8,1.0,0.38,0.96,0.46,1.0,2.11,47.3,1.11,0.8,0.19,0.5,2.3,0.8,0.04,58.02,1.03,9.34,28.8,20.37,2.26,58.02,1.23,0.46,37.5,0.77,62.5,34.58,164.6,74.95,1.34,0.34,1.03,0.5,42.2,0.0,0.42,0.46,0.0,0.0,0.0,0.0,3.56,0.65,0.88,42.5
Tomás Araújo,2002-05-16,Benfica,,Portugal,Center Backs,2311,0.04,0.08,0.12,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.07,1.52,5.3,2.22,0.23,0.16,66.7,0.17,0.25,9.0,0.0,0.16,0.0,0.0,52.85,62.04,85.2,1000.94,354.28,21.26,23.52,90.4,25.16,27.96,90.0,5.92,8.57,69.1,0.04,0.43,6.11,0.74,0.19,56.04,5.92,1.52,0.08,0.78,0.86,4.13,0.0,0.0,0.0,0.0,0.08,0.93,1.09,0.74,0.12,0.08,0.08,0.0,0.08,0.16,0.08,0.04,0.0,0.04,0.0,0.0,2.73,1.6,1.75,0.7,0.27,1.52,2.03,75.0,0.51,0.9,0.43,1.01,3.74,1.91,0.04,70.8,3.89,23.6,38.13,9.54,0.97,70.8,1.32,0.7,52.9,0.62,47.1,39.65,209.52,126.72,0.93,0.12,0.66,0.39,45.56,0.0,1.01,0.16,0.08,0.0,0.04,0.0,5.92,1.99,1.21,62.2
