Player,Birthdate,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Curtis Jones,2001-01-30,Liverpool,Right,England,Midfielders,1712,0.16,0.16,0.32,0.16,0.0,0.0,0.16,0.05,0.23,0.23,0.06,0.28,1.58,6.15,4.15,1.79,0.68,38.2,0.09,0.23,17.1,0.0,0.13,-0.07,-0.07,53.67,57.67,93.1,792.34,166.02,30.7,31.8,96.5,19.61,21.24,92.3,2.1,2.79,75.5,0.08,1.16,4.42,1.0,0.05,54.52,3.05,0.58,0.11,0.11,0.42,1.47,0.05,0.0,0.0,0.0,0.11,0.53,2.73,2.37,0.05,0.0,0.21,0.11,0.0,0.42,0.26,0.05,0.0,0.05,0.05,0.0,2.05,1.16,0.32,1.21,0.53,0.89,1.42,63.0,0.53,1.16,0.47,0.37,2.42,0.53,0.16,67.71,2.16,11.57,35.91,20.66,3.05,67.71,1.16,0.63,54.5,0.42,36.4,41.48,204.45,99.46,1.21,0.42,1.37,1.89,50.84,0.05,0.95,1.31,0.05,0.05,0.0,0.0,5.1,0.74,0.68,51.9
Diogo Jota,1996-12-04,Liverpool,Right,Portugal,Forwards,1196,0.45,0.23,0.68,0.45,0.0,0.0,0.15,0.0,0.59,0.59,0.14,0.74,2.78,2.56,6.62,3.84,0.98,25.5,0.12,0.46,12.4,0.0,0.16,-0.14,-0.14,16.25,23.33,69.7,249.31,62.38,8.5,11.06,76.9,5.94,7.83,76.0,0.98,1.73,56.5,0.08,0.83,2.18,0.23,0.08,22.95,0.23,0.0,0.08,0.15,0.6,0.08,0.0,0.0,0.0,0.0,0.15,1.13,2.78,1.81,0.0,0.45,0.38,0.08,0.08,0.68,0.38,0.0,0.15,0.08,0.08,0.0,1.05,0.6,0.15,0.6,0.3,0.53,1.43,36.8,0.9,0.68,0.0,0.6,1.66,0.45,0.0,36.5,0.45,2.63,14.9,19.49,7.3,36.5,2.48,0.83,33.3,1.51,60.6,19.79,112.88,59.9,1.73,1.58,3.01,1.66,25.06,0.0,1.73,1.05,0.08,0.08,0.0,0.0,3.09,1.66,2.41,40.7
Kostas Tsimikas,1996-05-12,Liverpool,Left,Greece,Fullbacks,837,0.0,0.11,0.11,0.0,0.0,0.0,0.22,0.0,0.04,0.04,0.23,0.27,1.83,8.17,4.62,0.43,0.22,50.0,0.0,0.0,16.1,0.0,0.1,-0.04,-0.04,59.14,70.32,84.1,1006.13,333.33,28.71,30.32,94.7,23.87,27.2,87.7,5.27,10.32,51.0,0.25,1.72,4.52,1.29,0.43,57.63,12.47,1.29,0.11,0.11,6.88,6.77,4.41,3.44,0.65,0.0,0.22,0.97,3.33,2.26,0.97,0.0,0.0,0.11,0.0,0.22,0.11,0.11,0.0,0.0,0.0,0.0,3.33,2.15,1.61,1.18,0.54,1.51,2.47,60.9,0.97,0.54,0.22,1.18,4.52,2.15,0.0,79.68,3.55,20.43,35.16,24.62,1.4,79.68,1.29,0.54,41.7,0.54,41.7,39.57,168.49,84.95,0.86,0.22,0.65,0.43,50.75,0.0,0.97,0.65,0.11,0.0,0.0,0.0,3.33,0.54,0.86,38.5
Darwin Núñez,1999-06-24,Liverpool,Right,Uruguay,Forwards,1133,0.4,0.16,0.56,0.4,0.0,0.0,0.64,0.0,0.46,0.46,0.1,0.56,1.83,2.14,6.2,2.7,1.03,38.2,0.15,0.38,14.3,0.0,0.17,-0.06,-0.06,12.95,18.27,70.9,189.85,46.63,7.07,8.82,80.2,3.81,5.16,73.8,1.03,1.59,65.0,0.04,0.87,0.71,0.24,0.08,17.87,0.32,0.0,0.08,0.48,0.24,0.16,0.0,0.0,0.0,0.0,0.08,1.03,2.46,1.67,0.0,0.32,0.08,0.16,0.24,0.32,0.24,0.0,0.0,0.0,0.08,0.0,1.67,1.43,0.87,0.32,0.48,0.56,1.43,38.9,0.87,0.48,0.0,0.32,1.99,0.95,0.0,29.07,0.79,3.57,9.69,16.68,5.88,29.07,1.83,0.64,34.8,1.11,60.9,15.97,84.44,45.12,1.51,0.95,1.91,1.67,19.7,0.0,2.14,1.11,0.95,0.08,0.0,0.0,3.26,1.59,2.62,37.7
Conor Bradley,2003-07-09,Liverpool,Right,Northern Ireland,Fullbacks,754,0.0,0.24,0.24,0.0,0.0,0.0,0.48,0.0,0.08,0.08,0.17,0.25,4.18,3.94,4.66,1.19,0.36,30.0,0.0,0.0,14.2,0.0,0.07,-0.08,-0.08,54.43,64.93,83.8,820.62,204.23,31.15,34.14,91.3,20.89,23.63,88.4,1.43,4.3,33.3,0.17,0.84,3.1,0.36,0.12,56.22,8.47,1.55,0.0,0.24,0.84,6.92,0.0,0.0,0.0,0.0,0.24,1.43,2.27,1.55,0.0,0.6,0.0,0.12,0.0,0.48,0.36,0.0,0.12,0.0,0.0,0.0,1.67,1.19,0.84,0.6,0.24,1.31,2.63,50.0,1.31,1.07,0.24,0.48,2.15,3.7,0.0,79.14,3.82,23.51,35.69,21.25,5.13,79.14,2.98,1.19,40.0,1.43,48.0,44.05,278.36,161.86,2.63,1.07,1.55,0.6,49.06,0.0,1.43,1.67,0.12,0.0,0.0,0.0,6.09,1.31,0.84,61.1
Joe Gomez,1997-05-23,Liverpool,Right,England,Center Backs,519,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.05,0.05,0.02,0.07,0.87,6.07,0.35,0.52,0.35,66.7,0.0,0.0,11.9,0.0,0.11,-0.05,-0.05,65.38,73.7,88.7,1159.94,398.67,26.88,29.48,91.2,33.12,35.38,93.6,4.51,7.28,61.9,0.02,0.35,5.03,0.0,0.0,70.4,3.12,2.08,0.17,0.87,0.35,1.04,0.0,0.0,0.0,0.0,0.17,0.35,0.87,0.87,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,2.25,1.73,0.87,1.21,0.17,1.91,2.77,68.8,0.87,1.56,1.04,1.21,3.47,3.47,0.35,83.41,9.36,31.73,45.78,6.42,0.87,83.41,0.0,0.0,,0.0,,52.54,284.05,164.22,0.35,0.17,0.17,0.35,58.09,0.0,0.35,0.52,0.0,0.0,0.0,0.0,5.9,1.56,0.69,69.2
Jarell Quansah,2003-01-29,Liverpool,,England,Center Backs,495,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.02,0.02,0.02,0.04,0.55,3.45,0.73,0.18,0.0,0.0,0.0,,8.9,0.0,0.1,-0.02,-0.02,64.73,71.27,90.8,1150.36,370.55,24.91,25.64,97.2,35.64,38.55,92.5,3.64,5.82,62.5,0.04,0.36,4.0,0.18,0.0,65.45,5.82,1.82,0.0,0.18,0.36,2.18,0.0,0.0,0.0,0.0,0.0,0.36,0.55,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,1.45,1.45,0.73,0.0,1.27,1.82,70.0,0.55,1.82,1.27,1.27,3.45,5.09,0.18,84.36,14.55,44.55,34.36,5.45,1.09,84.36,0.55,0.18,33.3,0.36,66.7,48.73,258.36,128.91,0.73,0.18,0.91,0.36,58.36,0.0,1.64,0.18,0.0,0.0,0.18,0.18,3.45,1.27,1.82,41.2
William Saliba,2001-03-24,Arsenal,Right,France,Center Backs,3039,0.06,0.0,0.06,0.06,0.0,0.0,0.06,0.03,0.07,0.07,0.03,0.09,0.47,4.09,0.18,0.18,0.06,33.3,0.33,1.0,5.4,0.0,0.38,-0.01,-0.01,71.46,75.78,94.3,1227.78,371.37,30.39,31.72,95.8,37.17,38.68,96.1,3.64,4.56,79.9,0.04,0.21,5.33,0.18,0.0,74.27,1.36,1.07,0.03,0.3,0.09,0.12,0.0,0.0,0.0,0.0,0.15,0.12,0.8,0.74,0.0,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,1.84,1.1,1.1,0.68,0.06,0.62,0.83,75.0,0.21,0.74,0.44,0.62,2.46,3.52,0.21,83.63,5.63,33.38,46.53,4.21,0.53,83.63,0.56,0.36,63.2,0.18,31.6,52.0,225.84,123.02,0.5,0.03,0.56,0.24,63.29,0.0,0.83,0.5,0.03,0.0,0.03,0.0,4.56,1.81,1.07,62.9
Declan Rice,1999-01-14,Arsenal,Right,England,Midfielders,2825,0.13,0.22,0.35,0.13,0.0,0.0,0.22,0.03,0.11,0.11,0.21,0.32,2.87,6.12,2.99,1.53,0.45,29.2,0.08,0.29,19.6,0.06,0.07,0.02,0.02,43.84,52.57,83.4,745.55,198.61,21.6,23.48,92.0,17.62,19.47,90.5,3.73,7.65,48.8,0.18,1.88,4.36,1.12,0.16,45.75,6.63,2.26,0.16,0.54,5.22,0.13,3.44,2.99,0.1,0.0,0.19,0.48,3.54,1.98,1.05,0.13,0.16,0.16,0.06,0.32,0.19,0.06,0.03,0.03,0.0,0.0,1.69,0.8,0.7,0.8,0.19,0.54,1.31,41.5,0.76,0.86,0.41,0.8,2.49,1.62,0.0,62.06,2.61,10.35,28.96,23.35,2.58,62.06,0.92,0.45,48.3,0.45,48.3,32.85,205.93,108.13,1.85,0.51,1.15,1.02,40.33,0.03,0.67,0.51,0.06,0.0,0.0,0.0,4.97,1.18,0.8,59.7
Thomas Partey,1993-06-13,Arsenal,Right,Ghana,Midfielders,2797,0.13,0.06,0.19,0.13,0.0,0.0,0.13,0.0,0.07,0.07,0.07,0.14,1.16,5.95,1.54,0.84,0.29,34.6,0.15,0.44,19.2,0.0,0.09,0.05,0.05,53.99,61.78,87.4,859.04,230.23,28.12,30.31,92.8,21.94,24.68,88.9,2.93,4.6,63.6,0.08,0.64,5.41,1.06,0.06,58.53,3.06,0.87,0.19,0.13,0.39,2.0,0.0,0.0,0.0,0.0,0.19,0.42,2.0,1.67,0.06,0.03,0.06,0.03,0.13,0.42,0.26,0.06,0.0,0.03,0.03,0.03,2.86,1.71,0.84,1.25,0.77,1.48,2.45,60.5,0.97,0.93,0.29,1.13,3.99,1.58,0.13,70.56,2.38,14.71,39.06,17.18,1.06,70.56,1.13,0.77,68.6,0.29,25.7,40.41,219.51,118.77,1.35,0.1,0.77,0.55,50.23,0.0,1.45,1.0,0.03,0.0,0.0,0.0,4.44,0.9,0.87,50.9
Leandro Trossard,1994-12-04,Arsenal,Right,Belgium,Att Mid / Wingers,2546,0.28,0.25,0.53,0.28,0.0,0.0,0.14,0.04,0.25,0.25,0.22,0.47,2.83,3.57,7.99,2.55,0.74,29.2,0.11,0.38,15.9,0.0,0.1,0.03,0.03,25.13,33.72,74.5,404.22,105.06,13.33,15.52,85.9,9.72,12.62,77.0,1.52,3.08,49.4,0.14,1.45,1.59,1.7,0.35,32.42,1.03,0.18,0.25,0.18,3.04,0.25,0.35,0.32,0.0,0.0,0.28,1.45,3.29,2.55,0.07,0.25,0.21,0.14,0.07,0.28,0.28,0.0,0.0,0.0,0.0,0.0,1.1,0.71,0.21,0.57,0.32,0.42,1.2,35.3,0.78,1.13,0.0,0.32,1.41,0.64,0.0,45.18,0.6,4.77,14.1,26.94,5.59,45.18,3.04,1.34,44.2,1.31,43.0,29.27,177.6,78.41,1.94,1.06,2.33,1.84,33.79,0.04,0.95,1.63,0.21,0.0,0.0,0.0,3.68,0.21,0.85,20.0
Gabriel Magalhães,1997-12-19,Arsenal,Left,Brazil,Center Backs,2363,0.11,0.04,0.15,0.11,0.0,0.0,0.15,0.0,0.1,0.1,0.03,0.13,0.38,4.8,0.42,0.84,0.19,22.7,0.14,0.6,9.5,0.0,0.12,0.02,0.02,56.37,62.5,90.2,982.19,302.34,22.78,23.5,96.9,29.78,31.61,94.2,3.16,5.87,53.9,0.05,0.5,5.52,0.3,0.0,59.42,3.05,1.94,0.04,0.3,0.34,0.11,0.0,0.0,0.0,0.0,0.04,0.3,1.33,1.18,0.0,0.0,0.11,0.04,0.0,0.23,0.15,0.0,0.0,0.04,0.04,0.0,0.95,0.57,0.46,0.3,0.19,0.46,0.61,75.0,0.15,1.6,1.1,0.61,1.56,3.54,0.08,71.34,7.2,25.59,37.52,8.57,1.52,71.34,0.19,0.15,80.0,0.04,20.0,42.51,170.25,101.65,0.84,0.0,0.34,0.08,52.03,0.0,0.72,0.72,0.0,0.04,0.0,0.0,2.4,2.02,1.41,58.9
Jurriën Timber,2001-06-17,Arsenal,Right,Netherlands,Fullbacks,2417,0.04,0.11,0.15,0.04,0.0,0.0,0.26,0.0,0.04,0.04,0.03,0.08,2.12,5.44,3.87,0.52,0.15,28.6,0.07,0.25,14.1,0.0,0.09,-0.01,-0.01,44.46,51.94,85.6,645.19,172.85,25.1,27.59,91.0,17.58,20.44,86.0,1.01,1.9,52.9,0.05,0.63,3.98,0.63,0.07,44.24,7.6,0.82,0.07,0.04,1.04,6.78,0.0,0.0,0.0,0.0,0.11,0.93,1.94,1.71,0.04,0.11,0.0,0.04,0.04,0.34,0.3,0.0,0.04,0.0,0.0,0.0,2.16,1.42,0.63,1.12,0.41,0.67,1.01,66.7,0.34,0.71,0.15,0.82,2.98,1.64,0.04,61.85,1.9,11.32,31.99,18.8,2.46,61.85,1.97,0.89,45.3,0.89,45.3,33.14,145.82,77.3,1.01,0.41,1.23,0.89,39.17,0.0,1.15,1.08,0.22,0.0,0.0,0.0,3.5,0.82,0.74,52.4
