Player,Birthdate,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Konstantinos Karetsas,2007-11-19,Genk,,Greece,Att Mid / Wingers,1160,0.16,0.16,0.31,0.16,0.0,0.0,0.08,0.0,0.21,0.21,0.29,0.5,4.42,4.66,9.16,2.56,0.78,30.3,0.06,0.2,22.0,0.31,0.08,-0.05,-0.05,36.7,50.04,73.3,668.33,192.18,16.37,19.47,84.1,13.58,18.31,74.2,5.35,9.23,58.0,0.31,3.18,2.72,2.02,0.7,42.98,6.75,1.32,0.31,0.47,7.37,0.7,3.41,1.4,1.71,0.0,0.31,1.4,5.66,3.18,1.47,0.39,0.23,0.39,0.0,0.23,0.16,0.0,0.08,0.0,0.0,0.0,1.32,0.54,0.39,0.23,0.7,0.7,1.63,42.9,0.93,1.09,0.08,0.0,1.32,0.54,0.0,65.09,1.09,7.6,27.47,30.8,2.09,65.09,5.74,2.17,37.8,3.03,52.7,48.8,327.41,148.03,3.8,1.09,2.79,2.64,47.79,0.0,1.71,3.41,0.39,0.0,0.0,0.0,5.2,0.23,0.93,20.0
Nikolas Sattlberger,2004-01-18,Genk,Both,Austria,Midfielders,1120,0.08,0.08,0.16,0.08,0.0,0.0,0.16,0.0,0.1,0.1,0.06,0.15,0.32,3.78,1.04,0.72,0.32,44.4,0.11,0.25,11.9,0.0,0.14,-0.02,-0.02,41.87,47.81,87.6,693.0,150.35,18.8,20.49,91.8,18.64,21.38,87.2,2.73,3.54,77.3,0.1,0.72,2.97,0.56,0.0,46.21,1.45,1.45,0.16,0.32,0.08,0.0,0.0,0.0,0.0,0.0,0.16,0.32,2.01,1.61,0.0,0.0,0.32,0.0,0.08,0.24,0.24,0.0,0.0,0.0,0.0,0.0,2.33,1.21,0.88,1.29,0.16,1.13,2.73,41.2,1.61,0.88,0.08,1.21,3.54,2.17,0.0,57.62,2.73,14.54,35.2,8.36,1.21,57.62,0.8,0.4,50.0,0.4,50.0,40.74,188.84,58.26,1.29,0.0,1.21,0.8,37.13,0.0,1.61,0.48,0.0,0.0,0.0,0.0,4.98,1.21,1.77,40.5
Carlos Cuesta,1999-03-09,Galatasaray,Right,Colombia,Center Backs,611,0.15,0.0,0.15,0.15,0.0,0.0,0.44,0.0,0.19,0.19,0.0,0.19,0.29,2.36,0.0,0.74,0.29,40.0,0.2,0.5,8.0,0.0,0.26,-0.04,-0.04,61.42,65.11,94.3,1127.58,382.24,21.21,22.09,96.0,36.53,37.41,97.6,3.09,4.71,65.6,0.01,0.0,3.39,0.15,0.0,63.19,1.91,1.18,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.44,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.91,1.62,1.03,0.88,0.0,0.59,0.88,66.7,0.29,1.03,0.59,0.59,2.5,2.5,0.15,73.36,5.74,30.93,40.21,2.21,0.88,73.36,0.0,0.0,,0.0,,59.07,300.79,162.47,0.74,0.0,0.29,0.29,58.18,0.0,1.03,0.15,0.0,0.0,0.0,0.0,2.21,1.03,0.88,53.8
Yira Sor,2000-07-24,Genk,,Nigeria,Att Mid / Wingers,597,0.15,0.6,0.75,0.15,0.0,0.0,0.0,0.0,0.38,0.38,0.62,1.0,3.02,2.56,10.1,3.77,1.66,44.0,0.04,0.09,16.7,0.0,0.1,-0.23,-0.23,22.31,29.7,75.1,361.06,89.1,11.46,14.62,78.4,8.59,10.85,79.2,1.51,2.11,71.4,0.36,2.41,1.51,1.06,0.45,29.25,0.15,0.0,0.0,0.15,1.36,0.0,0.15,0.0,0.0,0.0,0.3,1.36,4.67,3.17,0.0,0.6,0.6,0.15,0.15,1.06,0.6,0.0,0.3,0.15,0.0,0.0,1.06,0.6,0.6,0.45,0.0,0.0,0.45,0.0,0.45,0.6,0.0,0.6,1.66,0.15,0.0,41.01,0.15,3.02,16.28,22.01,5.13,41.01,1.21,0.6,50.0,0.6,50.0,33.02,214.67,103.57,2.71,1.51,2.71,1.21,31.66,0.0,0.15,0.75,0.9,0.0,0.0,0.0,3.62,1.06,1.66,38.9
Noah Adedeji,2005-06-19,KRC Genk U23,,Belgium,Att Mid / Wingers,525,0.51,0.51,1.03,0.51,0.0,0.0,0.0,0.0,0.51,0.51,0.29,0.81,6.0,2.74,9.94,2.91,1.37,47.1,0.18,0.38,15.2,0.0,0.17,0.0,0.0,33.94,41.49,81.8,508.97,108.0,19.2,21.09,91.1,10.97,13.89,79.0,2.06,3.26,63.2,0.27,2.23,1.37,1.2,0.51,38.4,2.74,0.17,0.0,0.17,2.4,1.03,1.54,0.69,0.34,0.0,0.34,1.2,4.8,3.43,0.17,0.51,0.17,0.17,0.34,0.86,0.69,0.0,0.0,0.17,0.0,0.0,2.57,1.2,0.86,0.51,1.2,0.69,1.54,44.4,0.86,1.54,0.0,1.71,4.29,1.2,0.0,62.57,0.69,8.06,24.69,31.54,7.54,62.57,6.86,2.74,40.0,4.11,60.0,43.89,341.31,162.51,3.09,3.26,3.43,1.89,40.8,0.0,0.69,2.4,0.34,0.0,0.0,0.0,5.49,1.03,1.2,46.2
Ken Nkuba,2002-01-21,Genk,Right,Belgium,Fullbacks,463,0.0,0.19,0.19,0.0,0.0,0.0,0.58,0.0,0.17,0.17,0.12,0.29,3.11,3.3,6.61,1.94,0.78,40.0,0.0,0.0,16.4,0.0,0.09,-0.17,-0.17,35.96,45.87,78.4,607.65,179.81,14.77,17.11,86.4,17.69,21.38,82.7,2.33,4.08,57.1,0.1,0.58,1.17,1.17,0.19,38.49,7.19,0.39,0.0,0.0,2.72,6.8,0.0,0.0,0.0,0.0,0.19,1.56,1.17,0.97,0.0,0.0,0.19,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,2.53,1.75,1.75,0.39,0.39,0.58,2.53,23.1,1.94,1.36,0.19,0.97,3.5,1.94,0.0,61.04,2.33,19.24,25.08,17.3,1.94,61.04,2.92,1.56,53.3,1.36,46.7,38.68,219.46,107.3,1.94,0.97,3.11,0.97,36.16,0.0,1.75,0.78,0.0,0.0,0.0,0.0,5.44,1.94,0.97,66.7
Andi Zeqiri,1999-06-22,Standard Liège,Left,Switzerland,Forwards,1765,0.46,0.1,0.56,0.2,0.26,0.26,0.0,0.0,0.53,0.33,0.14,0.47,1.38,2.4,5.3,3.06,0.82,26.7,0.07,0.25,16.7,0.05,0.11,-0.07,-0.12,11.73,16.78,69.9,201.98,47.37,5.2,7.14,72.9,4.9,6.32,77.4,1.12,1.43,78.6,0.08,0.76,1.58,0.41,0.05,14.89,1.68,0.0,0.2,0.15,0.31,0.05,0.0,0.0,0.0,0.0,0.2,1.02,2.24,1.33,0.0,0.36,0.46,0.1,0.0,0.2,0.1,0.0,0.05,0.05,0.0,0.0,0.66,0.31,0.15,0.36,0.15,0.2,0.56,36.4,0.36,0.36,0.1,0.15,0.82,0.87,0.0,28.5,0.92,1.89,14.74,12.29,4.69,28.25,1.58,0.51,32.3,0.97,61.3,17.03,99.64,37.89,1.07,0.66,2.7,1.68,18.15,0.0,1.73,0.66,1.07,0.0,0.0,0.0,2.75,2.35,3.21,42.2
Brandon Mechele,1993-01-28,Club Brugge,Right,Belgium,Center Backs,2700,0.1,0.03,0.13,0.1,0.0,0.0,0.07,0.0,0.04,0.04,0.04,0.09,0.77,5.27,0.2,0.37,0.1,27.3,0.27,1.0,8.8,0.0,0.13,0.06,0.06,71.97,78.97,91.1,1522.07,553.57,18.0,20.23,89.0,42.93,44.4,96.7,10.23,13.0,78.7,0.05,0.3,4.87,0.13,0.0,75.57,3.37,1.4,0.0,0.43,0.0,0.1,0.0,0.0,0.0,0.0,0.03,0.3,0.87,0.77,0.0,0.0,0.07,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,1.63,1.07,0.97,0.57,0.1,0.7,1.2,58.3,0.5,1.47,0.8,1.3,2.93,4.53,0.07,89.27,12.13,43.8,43.17,2.77,1.07,89.27,0.07,0.03,50.0,0.03,50.0,66.73,365.1,182.07,0.33,0.03,0.43,0.13,64.07,0.0,0.47,0.47,0.0,0.0,0.03,0.0,4.47,3.07,1.27,70.8
Hans Vanaken,1992-08-24,Club Brugge,Right,Belgium,Att Mid / Wingers,2583,0.31,0.35,0.66,0.31,0.0,0.0,0.1,0.0,0.25,0.25,0.21,0.46,1.88,8.29,4.53,1.57,0.84,53.3,0.2,0.38,13.3,0.1,0.16,0.06,0.06,58.22,65.99,88.2,1030.21,262.86,25.75,28.57,90.1,22.75,25.19,90.3,7.28,8.64,84.3,0.2,1.88,5.51,2.06,0.1,62.09,3.73,1.85,0.31,1.12,0.59,0.84,0.1,0.07,0.0,0.0,0.17,0.66,4.18,3.8,0.07,0.07,0.14,0.1,0.0,0.63,0.52,0.03,0.0,0.03,0.03,0.0,1.25,0.59,0.45,0.56,0.24,0.38,1.12,34.4,0.73,1.05,0.1,0.38,1.64,1.39,0.03,74.77,2.02,11.39,41.5,22.51,3.03,74.77,1.12,0.59,53.1,0.52,46.9,56.76,307.14,118.08,2.4,0.35,1.01,0.84,56.62,0.0,0.66,0.94,0.03,0.0,0.0,0.0,4.39,2.2,1.39,61.2
Christos Tzolis,2002-01-30,Club Brugge,Right,Greece,Att Mid / Wingers,2048,0.35,0.22,0.57,0.31,0.04,0.04,0.18,0.04,0.42,0.39,0.24,0.62,4.17,3.87,11.16,3.69,1.27,34.5,0.08,0.24,17.0,0.09,0.11,-0.07,-0.08,29.62,39.51,75.0,489.11,116.19,14.59,17.67,82.6,10.68,13.49,79.2,2.86,4.88,58.6,0.25,2.37,2.29,1.71,0.18,36.65,2.68,0.7,0.04,0.18,3.69,0.4,1.58,1.19,0.0,0.0,0.18,1.54,4.53,3.12,0.44,0.18,0.44,0.26,0.09,0.44,0.26,0.09,0.0,0.04,0.0,0.04,1.05,0.57,0.44,0.26,0.35,0.4,0.97,40.9,0.57,1.23,0.04,0.62,1.67,0.7,0.04,51.72,0.88,5.58,17.49,29.58,7.95,51.68,1.89,0.97,51.2,0.84,44.2,38.45,251.81,110.35,2.24,1.93,1.93,1.58,37.31,0.04,0.48,1.27,0.31,0.0,0.0,0.0,3.96,0.66,1.41,31.9
Maxim De Cuyper,2000-12-22,Club Brugge,Left,Belgium,Fullbacks,2209,0.08,0.16,0.24,0.04,0.04,0.04,0.12,0.0,0.11,0.08,0.37,0.45,1.34,7.58,6.8,1.06,0.29,26.9,0.04,0.14,18.0,0.08,0.07,-0.03,-0.04,59.57,75.74,78.6,1177.05,419.52,23.26,26.2,88.8,25.83,31.13,83.0,9.17,15.65,58.6,0.35,2.77,6.07,2.44,1.1,61.97,13.57,1.96,0.08,1.34,7.9,8.15,3.46,1.75,1.22,0.04,0.2,1.18,5.13,3.3,1.47,0.08,0.16,0.12,0.0,0.69,0.37,0.12,0.08,0.04,0.08,0.0,2.04,1.34,1.34,0.53,0.16,0.86,1.51,56.8,0.65,1.14,0.2,0.69,2.73,2.36,0.08,85.07,3.71,19.88,38.34,27.3,2.57,85.03,1.26,0.61,48.4,0.41,32.3,57.0,286.38,124.83,2.0,0.49,1.02,0.49,54.35,0.0,0.86,1.06,0.04,0.08,0.0,0.0,4.36,0.65,0.73,47.1
Joaquin Seys,2005-03-28,Club Brugge,,Belgium,Fullbacks,1737,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.05,0.05,0.11,0.16,2.85,5.08,5.13,0.41,0.1,25.0,0.25,1.0,16.9,0.0,0.11,0.06,0.06,56.01,66.79,83.9,959.17,233.58,23.68,27.46,86.2,27.05,30.41,88.9,3.89,5.96,65.2,0.07,0.78,4.51,0.98,0.31,57.41,9.38,1.19,0.0,0.31,1.61,8.19,0.0,0.0,0.0,0.0,0.0,1.76,2.18,1.97,0.1,0.0,0.05,0.0,0.05,0.1,0.1,0.0,0.0,0.0,0.0,0.0,3.26,1.97,1.55,1.3,0.41,1.3,2.07,62.5,0.78,0.93,0.31,1.24,4.51,2.75,0.0,76.63,2.8,17.82,41.81,17.41,1.24,76.63,0.83,0.47,56.3,0.31,37.5,52.9,326.01,155.03,2.54,0.47,0.78,0.57,50.52,0.0,0.52,0.52,0.0,0.0,0.0,0.0,3.94,0.98,1.24,44.2
Ardon Jashari,2002-07-30,Club Brugge,,Switzerland,Midfielders,1877,0.1,0.19,0.29,0.1,0.0,0.0,0.14,0.0,0.08,0.08,0.2,0.28,1.39,7.19,2.25,1.2,0.43,36.0,0.08,0.22,22.6,0.0,0.07,0.01,0.01,56.24,64.92,86.6,1051.61,315.5,21.86,23.64,92.5,26.71,29.06,91.9,6.14,9.45,65.0,0.19,1.15,7.29,1.29,0.05,60.9,3.88,1.97,0.29,0.48,1.97,0.1,1.05,0.62,0.29,0.0,0.14,1.1,2.83,2.01,0.43,0.1,0.1,0.1,0.1,0.43,0.24,0.05,0.1,0.0,0.05,0.0,1.29,0.77,0.53,0.67,0.1,0.48,1.44,33.3,0.96,0.72,0.19,0.96,2.25,1.44,0.0,73.17,2.16,14.1,45.17,14.67,1.2,73.17,1.49,0.91,61.3,0.48,32.3,55.43,352.42,150.94,2.21,0.29,0.86,0.91,53.65,0.0,1.1,1.34,0.05,0.0,0.0,0.0,5.13,0.29,0.38,42.9
