Player,Birthdate,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Alphonso Davies,2000-11-02,Bayern Munich,Left,Canada,Fullbacks,1560,0.06,0.12,0.17,0.06,0.0,0.0,0.0,0.0,0.07,0.07,0.09,0.16,4.67,6.92,8.08,0.98,0.17,17.6,0.06,0.33,18.3,0.0,0.07,-0.01,-0.01,65.83,73.38,89.7,935.88,229.44,39.81,42.35,94.0,23.13,25.56,90.5,1.38,2.13,64.9,0.13,1.56,5.48,0.92,0.12,65.94,7.33,1.21,0.35,0.06,1.27,6.12,0.0,0.0,0.0,0.0,0.12,1.15,3.52,3.0,0.0,0.23,0.17,0.12,0.0,0.46,0.35,0.0,0.06,0.06,0.0,0.0,1.73,0.98,0.4,0.98,0.35,0.98,1.5,65.4,0.52,0.81,0.06,0.75,2.48,1.27,0.12,84.4,1.9,15.17,41.54,28.73,2.83,84.4,3.92,1.79,45.6,1.79,45.6,51.63,299.48,161.94,3.06,1.21,1.9,1.1,60.98,0.0,0.46,1.5,0.17,0.0,0.0,0.0,6.63,0.52,0.46,52.9
Eric Dier,1994-01-15,Bayern Munich,Right,England,Center Backs,1463,0.12,0.06,0.18,0.12,0.0,0.0,0.06,0.0,0.07,0.07,0.01,0.07,0.74,4.49,0.06,0.55,0.31,55.6,0.22,0.4,6.3,0.0,0.12,0.06,0.06,81.45,86.86,93.8,1449.35,499.03,31.8,33.03,96.3,43.62,45.28,96.3,5.11,7.07,72.2,0.07,0.18,8.18,0.31,0.0,83.66,3.08,1.54,0.12,0.43,0.12,0.31,0.0,0.0,0.0,0.0,0.12,0.37,0.8,0.68,0.0,0.0,0.12,0.0,0.0,0.12,0.06,0.0,0.0,0.06,0.0,0.0,1.17,0.68,0.49,0.55,0.12,0.8,1.23,65.0,0.43,1.17,0.49,1.23,2.4,4.74,0.06,97.87,7.81,32.91,61.15,4.12,1.17,97.87,0.18,0.12,66.7,0.06,33.3,58.07,251.05,133.74,0.62,0.0,0.43,0.12,71.18,0.0,0.98,0.25,0.06,0.0,0.0,0.0,4.92,3.2,2.65,54.7
Kingsley Coman,1996-06-13,Bayern Munich,Right,France,Att Mid / Wingers,1282,0.35,0.28,0.63,0.35,0.0,0.0,0.0,0.0,0.3,0.3,0.23,0.53,4.63,3.16,15.09,3.09,1.19,38.6,0.11,0.29,16.7,0.0,0.1,0.05,0.05,43.81,51.95,84.3,682.37,106.15,23.66,26.19,90.3,17.55,20.15,87.1,1.9,3.37,56.3,0.29,2.25,1.83,1.97,0.35,50.41,1.4,0.0,0.0,0.14,3.16,0.63,0.0,0.0,0.0,0.0,0.14,0.91,5.69,4.21,0.0,0.98,0.35,0.14,0.0,0.77,0.42,0.0,0.21,0.07,0.07,0.0,1.19,0.84,0.42,0.42,0.35,0.56,0.84,66.7,0.28,0.84,0.0,0.56,1.76,1.05,0.0,65.57,0.91,5.9,22.68,37.7,5.97,65.57,5.2,2.74,52.7,2.18,41.9,42.54,269.16,131.07,2.32,1.97,1.97,1.26,51.46,0.0,0.63,0.84,0.56,0.0,0.0,0.0,4.14,0.77,1.12,40.7
Leon Goretzka,1995-02-06,Bayern Munich,Right,Germany,Midfielders,1325,0.27,0.07,0.34,0.27,0.0,0.0,0.14,0.0,0.19,0.19,0.12,0.3,2.38,8.63,1.9,2.17,0.75,34.4,0.13,0.36,20.2,0.0,0.09,0.08,0.08,74.78,83.21,89.9,1175.57,318.97,39.6,42.18,93.9,31.31,33.55,93.3,3.06,4.82,63.4,0.16,0.82,9.98,1.02,0.0,81.24,1.63,1.22,0.34,0.54,0.34,0.41,0.0,0.0,0.0,0.0,0.34,0.82,1.9,1.43,0.0,0.14,0.14,0.07,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.43,0.75,0.34,0.82,0.27,0.68,1.36,50.0,0.68,1.83,0.48,1.36,2.78,1.7,0.07,93.26,3.19,15.22,58.96,19.63,1.83,93.26,0.54,0.48,87.5,0.07,12.5,53.93,288.88,154.8,2.38,0.2,0.27,0.27,71.39,0.0,0.82,0.75,0.0,0.0,0.0,0.0,5.23,2.11,1.77,54.4
Serge Gnabry,1995-07-14,Bayern Munich,Right,Germany,Att Mid / Wingers,1242,0.51,0.36,0.87,0.51,0.0,0.07,0.0,0.0,0.54,0.49,0.37,0.86,3.19,3.48,10.8,3.48,1.23,35.4,0.15,0.41,15.7,0.0,0.14,-0.04,0.01,36.09,43.26,83.4,526.67,105.0,22.9,25.65,89.3,10.8,13.04,82.8,1.52,2.17,70.0,0.31,1.74,1.52,1.52,0.14,41.74,1.38,0.22,0.36,0.07,1.59,0.94,0.07,0.0,0.0,0.0,0.14,1.01,4.06,3.19,0.0,0.58,0.14,0.0,0.14,0.94,0.58,0.0,0.29,0.0,0.0,0.07,1.45,0.8,0.43,0.51,0.51,0.58,0.87,66.7,0.29,0.8,0.0,0.43,1.88,0.65,0.0,54.93,0.65,4.93,20.87,29.49,6.96,54.86,2.9,1.3,45.0,1.45,50.0,33.91,180.51,88.84,1.59,1.81,1.81,0.51,42.1,0.0,1.38,0.43,0.58,0.0,0.0,0.0,3.41,0.29,0.72,28.6
Thomas Müller,1989-09-13,Bayern Munich,Right,Germany,Att Mid / Wingers,1225,0.07,0.29,0.37,0.07,0.0,0.0,0.22,0.0,0.28,0.28,0.21,0.49,1.76,3.67,10.51,2.2,0.81,36.7,0.03,0.09,15.9,0.0,0.13,-0.21,-0.21,34.75,46.36,75.0,496.58,106.97,21.6,25.86,83.5,9.33,12.64,73.8,1.98,3.16,62.8,0.3,2.57,1.76,1.76,0.88,44.01,2.2,0.51,0.59,0.22,3.38,0.73,0.0,0.0,0.0,0.0,0.15,1.18,5.36,4.56,0.15,0.22,0.44,0.0,0.0,0.66,0.51,0.0,0.07,0.07,0.0,0.0,0.59,0.37,0.15,0.22,0.22,0.29,1.18,25.0,0.88,0.73,0.0,0.15,0.73,1.03,0.0,56.06,0.96,3.38,20.13,32.55,7.57,56.06,1.25,0.59,47.1,0.59,47.1,28.36,112.19,60.83,1.4,0.51,1.76,1.47,45.48,0.0,1.03,0.88,0.22,0.0,0.0,0.0,1.76,1.4,2.13,39.6
Josip Stanišić,2000-04-02,Bayern Munich,Right,Croatia,Center Backs,876,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.15,0.18,2.05,7.81,3.08,0.21,0.0,0.0,0.0,,9.4,0.0,0.13,-0.03,-0.03,73.56,80.34,91.6,1267.6,383.42,34.73,36.27,95.8,33.8,36.37,92.9,4.93,6.78,72.7,0.14,1.44,7.91,1.23,0.21,73.66,6.68,1.85,0.1,1.23,1.13,4.32,0.0,0.0,0.0,0.0,0.0,0.41,2.36,2.26,0.0,0.1,0.0,0.0,0.0,0.41,0.31,0.0,0.1,0.0,0.0,0.0,1.34,1.13,0.62,0.41,0.31,0.72,1.54,46.7,0.82,1.03,0.62,0.62,1.95,2.98,0.1,90.0,5.65,23.22,51.06,16.95,1.03,90.0,0.72,0.51,71.4,0.21,28.6,54.76,276.47,165.51,2.57,0.31,1.13,0.62,62.26,0.0,0.21,0.41,0.0,0.0,0.0,0.0,6.58,1.13,0.62,64.7
João Palhinha,1995-07-09,Bayern Munich,Right,Portugal,Midfielders,673,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.13,0.09,0.09,0.03,0.12,0.4,4.28,0.94,1.34,0.4,30.0,0.0,0.0,15.2,0.0,0.07,-0.09,-0.09,68.2,73.82,92.4,1100.19,222.39,35.17,36.37,96.7,28.08,29.82,94.2,4.15,6.02,68.9,0.07,0.53,6.29,0.27,0.0,72.75,0.94,0.94,0.0,0.4,0.27,0.0,0.0,0.0,0.0,0.0,0.13,0.4,1.74,1.47,0.0,0.0,0.27,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.0,2.67,1.87,0.8,1.47,0.4,1.47,2.14,68.8,0.67,1.74,0.13,0.53,3.21,1.2,0.13,84.38,2.41,12.57,56.03,16.05,1.74,84.38,0.53,0.27,50.0,0.27,50.0,44.13,148.04,51.22,0.4,0.13,0.8,0.94,66.73,0.0,1.74,1.34,0.0,0.0,0.13,0.0,2.27,2.67,1.47,64.5
Sacha Boey,2000-09-13,Bayern Munich,Right,France,Fullbacks,593,0.0,0.3,0.3,0.0,0.0,0.0,0.15,0.0,0.02,0.02,0.18,0.2,2.73,5.92,9.56,0.46,0.15,33.3,0.0,0.0,18.5,0.0,0.05,-0.02,-0.02,70.12,75.89,92.4,961.47,244.05,45.08,47.2,95.5,21.55,23.68,91.0,1.37,2.12,64.3,0.27,0.46,6.83,0.91,0.3,67.08,8.8,0.61,0.0,0.0,1.67,8.2,0.0,0.0,0.0,0.0,0.0,0.61,1.67,1.21,0.0,0.3,0.0,0.15,0.0,0.46,0.3,0.0,0.15,0.0,0.0,0.0,3.04,0.76,0.91,0.91,1.21,1.97,2.73,72.2,0.76,0.91,0.0,0.3,3.34,2.12,0.0,88.03,2.43,12.6,41.28,34.3,1.67,88.03,2.88,0.91,31.6,1.67,57.9,54.64,234.18,113.07,1.37,0.61,1.67,1.06,63.14,0.0,1.06,1.06,0.0,0.0,0.15,0.0,5.77,0.91,1.37,40.0
Jonathan Tah,1996-02-11,Leverkusen,Right,Germany,Center Backs,2970,0.09,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.03,0.03,0.01,0.05,0.45,5.12,0.27,0.73,0.21,29.2,0.13,0.43,14.0,0.0,0.05,0.06,0.06,65.0,69.97,92.9,1168.88,456.36,25.15,26.39,95.3,34.73,36.12,96.1,4.55,6.24,72.8,0.06,0.12,6.12,0.18,0.09,68.24,1.64,1.24,0.06,0.12,0.18,0.15,0.0,0.0,0.0,0.0,0.09,0.21,0.91,0.76,0.0,0.06,0.06,0.03,0.0,0.15,0.12,0.0,0.0,0.03,0.0,0.0,0.58,0.36,0.36,0.18,0.03,0.3,0.48,62.5,0.18,0.67,0.48,1.09,1.67,4.76,0.06,79.58,6.79,26.91,48.39,4.45,1.3,79.58,0.15,0.09,60.0,0.06,40.0,47.0,245.76,137.3,0.7,0.0,0.48,0.3,57.21,0.0,0.48,0.15,0.0,0.0,0.0,0.0,5.0,2.33,0.7,77.0
Granit Xhaka,1992-09-27,Leverkusen,Left,Switzerland,Midfielders,2888,0.06,0.22,0.28,0.06,0.0,0.0,0.09,0.0,0.03,0.03,0.14,0.17,1.31,9.91,2.24,0.65,0.09,14.3,0.1,0.67,24.6,0.03,0.04,0.03,0.03,78.78,87.82,89.7,1314.04,371.0,40.2,42.91,93.7,29.98,32.5,92.2,6.73,8.82,76.3,0.16,1.56,11.59,1.25,0.19,83.95,3.55,1.96,0.25,0.69,0.93,0.78,0.03,0.03,0.0,0.0,0.31,0.81,3.74,3.52,0.12,0.0,0.03,0.06,0.0,0.56,0.53,0.03,0.0,0.0,0.0,0.0,1.5,0.81,0.47,0.84,0.19,0.75,1.31,57.1,0.56,0.93,0.22,0.37,1.87,1.62,0.19,95.11,2.65,14.8,58.74,22.03,0.47,95.11,0.5,0.22,43.8,0.25,50.0,50.2,184.74,93.55,1.62,0.0,0.56,0.44,73.8,0.0,1.03,1.06,0.0,0.0,0.0,0.03,5.58,1.28,0.81,61.2
Álex Grimaldo,1995-09-20,Leverkusen,Left,Spain,Fullbacks,2636,0.07,0.24,0.31,0.07,0.0,0.0,0.2,0.03,0.09,0.09,0.28,0.36,2.94,5.46,8.6,1.5,0.44,29.5,0.05,0.15,21.8,0.27,0.06,-0.02,-0.02,58.04,71.49,81.2,868.35,246.31,34.55,37.32,92.6,17.79,21.34,83.4,3.86,8.26,46.7,0.29,2.49,3.69,1.71,0.72,61.59,9.73,1.2,0.14,0.34,7.41,4.95,3.59,2.12,0.89,0.0,0.17,2.01,4.4,2.46,1.4,0.2,0.24,0.1,0.0,0.38,0.17,0.14,0.0,0.03,0.03,0.0,0.82,0.48,0.44,0.24,0.14,0.55,1.43,38.1,0.89,0.75,0.1,0.55,1.37,1.47,0.1,80.75,1.81,12.84,30.93,37.52,2.97,80.75,1.71,0.68,40.0,0.85,50.0,44.73,199.56,109.94,1.78,0.68,1.81,0.44,57.56,0.03,0.51,0.85,0.27,0.03,0.0,0.0,4.85,0.55,0.58,48.5
Edmond Tapsoba,1999-02-02,Leverkusen,Right,Burkina Faso,Center Backs,2507,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.04,0.04,0.01,0.05,1.87,5.89,0.61,0.75,0.07,9.5,0.0,0.0,19.4,0.0,0.05,-0.04,-0.04,61.14,70.79,86.4,1048.8,368.87,28.68,30.37,94.4,27.0,30.08,89.7,4.81,8.8,54.7,0.05,0.14,7.0,0.32,0.07,66.09,4.67,1.8,0.04,0.32,0.29,2.41,0.0,0.0,0.0,0.0,0.04,0.5,1.22,1.04,0.04,0.04,0.07,0.04,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,1.4,0.86,0.68,0.57,0.14,0.79,1.4,56.4,0.61,0.75,0.5,0.86,2.26,3.2,0.11,79.48,5.21,24.84,45.92,9.15,0.83,79.48,0.68,0.39,57.9,0.29,42.1,47.6,255.21,148.66,1.4,0.04,0.57,0.18,56.15,0.0,1.22,0.22,0.04,0.0,0.04,0.04,4.45,1.94,1.15,62.8
