Player,Birthdate,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Khvicha Kvaratskhelia,2001-02-12,Paris Saint-Germain,Right,Georgia,Att Mid / Wingers,1178,0.38,0.23,0.61,0.31,0.08,0.08,0.08,0.0,0.31,0.26,0.28,0.53,5.65,4.35,6.8,3.74,1.22,32.7,0.08,0.25,19.4,0.23,0.07,0.07,0.05,26.89,35.22,76.4,457.26,135.15,14.29,16.2,88.2,8.86,10.85,81.7,3.13,5.73,54.7,0.23,2.14,2.37,1.76,0.31,30.64,4.28,1.07,0.53,0.38,3.9,0.84,2.29,1.53,0.38,0.0,0.31,1.07,4.35,3.06,0.76,0.15,0.15,0.23,0.0,0.46,0.38,0.0,0.08,0.0,0.0,0.0,1.15,0.69,0.31,0.76,0.08,0.31,1.15,26.7,0.84,0.99,0.0,0.31,1.45,0.53,0.0,50.35,0.15,4.2,21.01,26.13,5.65,50.27,5.5,1.45,26.4,3.21,58.3,30.94,251.51,146.08,3.9,2.83,1.91,1.6,35.98,0.0,0.92,2.52,0.0,0.0,0.0,0.0,3.44,0.31,0.38,44.4
David Neres,1997-03-03,Napoli,Left,Brazil,Att Mid / Wingers,1283,0.14,0.28,0.42,0.14,0.0,0.0,0.07,0.0,0.19,0.19,0.25,0.43,5.12,2.24,10.03,2.03,0.49,24.1,0.07,0.29,18.1,0.0,0.09,-0.05,-0.05,29.46,38.93,75.7,429.8,108.59,16.13,18.03,89.5,9.96,12.56,79.3,1.61,4.14,39.0,0.22,1.82,1.61,1.47,0.98,35.35,3.44,0.28,0.21,0.0,6.45,0.63,2.46,0.7,1.33,0.07,0.14,1.4,4.14,2.74,0.49,0.7,0.14,0.07,0.0,0.63,0.35,0.07,0.14,0.0,0.07,0.0,1.47,0.77,0.7,0.28,0.49,0.7,1.05,66.7,0.35,0.49,0.0,0.49,1.96,0.28,0.0,50.79,0.56,5.12,20.13,27.22,4.21,50.79,5.26,2.31,44.0,2.53,48.0,31.08,266.63,133.49,2.6,2.1,2.67,1.61,35.99,0.0,0.98,0.7,0.28,0.0,0.0,0.0,3.65,0.21,0.7,23.1
Billy Gilmour,2001-06-11,Napoli,Right,Scotland,Midfielders,1177,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.14,0.18,0.84,5.12,1.38,0.69,0.08,11.1,0.0,0.0,22.3,0.0,0.06,-0.04,-0.04,61.48,69.43,88.5,1083.98,289.35,25.39,27.99,90.7,29.29,31.58,92.7,5.43,7.72,70.3,0.15,1.61,4.97,0.92,0.15,67.14,2.29,1.38,0.23,0.23,1.38,0.15,0.76,0.54,0.23,0.0,0.0,0.38,3.06,2.22,0.46,0.08,0.15,0.15,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,1.84,1.22,0.76,0.69,0.38,0.92,1.53,60.0,0.61,0.46,0.08,0.69,2.52,1.76,0.0,76.92,3.29,20.11,44.89,12.01,0.38,76.92,0.76,0.38,50.0,0.31,40.0,41.29,166.85,75.78,0.92,0.0,0.84,0.38,59.8,0.0,1.07,1.22,0.0,0.0,0.0,0.0,4.89,0.69,0.76,47.4
Juan Jesus,1991-06-10,Napoli,Left,Brazil,Center Backs,1074,0.0,0.08,0.08,0.0,0.0,0.0,0.17,0.0,0.03,0.03,0.0,0.03,0.25,4.19,0.17,0.25,0.0,0.0,0.0,,7.3,0.0,0.11,-0.03,-0.03,64.02,71.48,89.6,1313.38,417.49,18.18,19.44,93.5,37.29,39.55,94.3,8.38,11.23,74.6,0.01,0.08,3.35,0.17,0.0,67.04,4.27,3.35,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.17,0.84,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,2.1,1.17,1.34,0.75,0.0,1.01,1.68,60.0,0.67,1.26,0.25,0.75,2.85,3.52,0.0,79.78,6.62,32.85,46.51,0.67,0.25,79.78,0.0,0.0,,0.0,,49.36,207.49,104.16,0.17,0.0,0.34,0.08,59.66,0.0,1.17,0.42,0.0,0.0,0.0,0.0,2.51,2.01,1.34,60.0
Giacomo Raspadori,2000-02-18,Napoli,Right,Italy,Att Mid / Wingers,1103,0.49,0.08,0.57,0.49,0.0,0.0,0.08,0.0,0.33,0.33,0.2,0.52,1.47,3.43,4.65,3.43,1.14,33.3,0.14,0.43,16.0,0.16,0.1,0.16,0.16,22.85,33.45,68.3,412.71,112.11,10.77,13.22,81.5,8.98,12.08,74.3,2.69,5.79,46.5,0.18,2.28,2.2,0.57,0.24,27.82,5.55,1.22,0.16,0.16,5.47,0.08,3.18,2.04,0.82,0.0,0.08,1.47,4.16,2.37,0.98,0.16,0.49,0.16,0.0,0.33,0.16,0.0,0.0,0.0,0.16,0.0,1.47,0.73,0.49,0.82,0.16,0.65,0.98,66.7,0.33,0.82,0.16,0.24,1.71,1.06,0.0,44.8,0.82,5.06,20.07,20.15,4.41,44.8,1.14,0.73,64.3,0.24,21.4,21.46,105.34,40.96,0.49,0.41,2.04,0.73,27.99,0.0,0.98,1.63,0.08,0.0,0.0,0.0,3.51,0.41,0.9,31.3
Pasquale Mazzocchi,1995-07-27,Napoli,Right,Italy,Fullbacks,702,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.04,0.04,0.05,0.08,2.56,2.95,5.51,0.38,0.13,33.3,0.0,0.0,13.4,0.0,0.09,-0.04,-0.04,31.28,38.97,80.3,485.38,129.74,16.28,17.56,92.7,12.95,16.03,80.8,1.41,3.33,42.3,0.08,0.64,0.77,1.03,0.38,31.79,7.05,0.26,0.26,0.0,1.67,6.79,0.0,0.0,0.0,0.0,0.13,0.77,2.31,1.92,0.0,0.26,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.9,0.9,0.64,0.38,1.03,1.92,53.3,0.9,0.64,0.26,0.64,2.56,3.21,0.0,49.36,3.46,15.13,18.59,16.54,1.28,49.36,2.18,1.28,58.8,0.51,23.5,26.41,165.38,90.64,1.67,0.26,1.67,1.41,29.23,0.0,1.15,0.64,0.13,0.0,0.0,0.0,3.97,0.64,1.03,38.5
Noah Okafor,2000-05-24,Napoli,Right,Switzerland,Att Mid / Wingers,454,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,5.55,2.58,10.7,2.78,1.39,50.0,0.07,0.14,15.5,0.0,0.11,-0.1,-0.1,17.44,24.19,72.1,309.05,62.84,7.93,10.7,74.1,7.73,9.91,78.0,1.59,2.58,61.5,0.18,1.39,1.19,1.59,0.59,22.2,1.98,0.4,0.0,0.0,3.17,0.2,0.2,0.2,0.0,0.0,0.0,0.4,2.97,2.38,0.0,0.59,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.99,0.59,0.59,0.0,0.4,0.4,0.59,66.7,0.2,0.2,0.0,0.4,1.39,0.4,0.0,38.06,0.2,3.37,14.27,21.81,6.74,38.06,6.34,2.78,43.8,2.97,46.9,24.98,211.92,134.8,2.58,2.58,2.78,2.18,27.95,0.0,1.59,1.19,0.2,0.0,0.0,0.0,2.18,0.79,1.39,36.4
Michael Folorunsho,1998-02-07,Fiorentina,Right,Italy,Att Mid / Wingers,685,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.16,0.16,0.08,0.24,1.71,2.76,4.6,1.31,0.39,30.0,0.0,0.0,13.6,0.0,0.12,-0.16,-0.16,24.7,34.95,70.7,384.96,108.39,11.56,13.66,84.6,9.72,13.01,74.7,1.97,3.94,50.0,0.07,0.39,1.71,0.79,0.26,31.8,3.02,0.92,0.0,0.0,2.76,1.97,0.13,0.13,0.0,0.0,0.13,1.45,1.84,1.18,0.0,0.26,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,2.89,1.84,1.18,1.18,0.53,1.31,3.15,41.7,1.84,1.18,0.13,0.66,3.55,1.45,0.13,48.35,0.79,9.72,23.78,15.77,2.23,48.35,2.76,1.18,42.9,1.18,42.9,25.75,142.82,57.68,0.66,0.66,1.84,1.18,29.69,0.0,2.23,3.15,0.0,0.0,0.0,0.0,4.07,2.37,1.71,58.1
Alessio Zerbin,1999-03-03,Venezia,Right,Italy,Fullbacks,1520,0.06,0.06,0.12,0.06,0.0,0.0,0.24,0.0,0.11,0.11,0.12,0.23,3.14,3.2,4.14,0.95,0.36,37.5,0.06,0.17,14.5,0.0,0.12,-0.05,-0.05,23.68,36.24,65.4,384.51,164.49,11.72,14.39,81.5,9.47,13.56,69.9,1.78,5.03,35.3,0.14,1.42,1.54,1.24,0.59,26.11,9.95,1.42,0.06,0.24,4.38,7.46,1.07,0.36,0.36,0.0,0.18,1.54,2.49,1.48,0.59,0.12,0.06,0.18,0.06,0.12,0.06,0.0,0.06,0.0,0.0,0.0,3.14,1.72,1.89,0.71,0.53,1.78,3.14,56.6,1.36,1.66,0.18,0.89,4.03,1.48,0.06,51.34,2.01,11.25,19.89,21.2,3.14,51.34,3.79,1.24,32.8,2.19,57.8,22.68,137.78,73.07,1.54,1.18,2.19,1.13,23.74,0.0,2.13,2.01,0.18,0.0,0.0,0.0,4.09,0.59,0.71,45.5
Gianluca Gaetano,2000-05-05,Cagliari,Right,Italy,Att Mid / Wingers,1009,0.18,0.36,0.54,0.18,0.0,0.0,0.0,0.0,0.44,0.44,0.2,0.63,0.98,3.66,7.31,2.68,0.54,20.0,0.07,0.33,17.2,0.18,0.16,-0.26,-0.26,23.01,31.84,72.3,376.32,105.43,12.22,15.34,79.7,7.23,10.08,71.7,2.77,4.1,67.4,0.21,1.96,2.41,1.16,0.0,29.79,2.05,0.45,0.27,0.45,2.14,0.27,0.89,0.27,0.62,0.0,0.0,0.98,4.28,2.59,0.54,0.36,0.54,0.27,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.98,0.71,0.36,0.54,0.09,0.45,1.34,33.3,0.89,0.71,0.0,0.54,1.52,0.71,0.0,43.71,0.89,3.92,20.07,19.98,3.84,43.71,2.41,1.25,51.9,1.16,48.1,26.49,117.56,38.8,1.34,0.62,2.77,1.43,31.75,0.0,1.43,1.16,0.36,0.0,0.0,0.0,3.03,0.89,1.78,33.3
Lautaro Martínez,1997-08-22,Internazionale,Right,Argentina,Forwards,2564,0.42,0.11,0.53,0.42,0.0,0.0,0.04,0.0,0.47,0.47,0.15,0.62,1.19,2.39,6.92,3.58,1.19,33.3,0.12,0.35,13.8,0.0,0.13,-0.05,-0.05,16.57,22.25,74.4,263.05,56.48,9.27,11.37,81.5,5.34,6.95,76.8,1.44,1.97,73.2,0.15,1.26,1.44,0.77,0.04,20.92,1.05,0.11,0.32,0.35,0.46,0.07,0.0,0.0,0.0,0.0,0.28,0.74,2.7,2.04,0.0,0.07,0.42,0.14,0.04,0.28,0.18,0.0,0.04,0.07,0.0,0.0,1.05,0.56,0.35,0.42,0.28,0.46,0.88,52.0,0.42,0.74,0.11,0.35,1.4,0.53,0.0,34.43,0.53,2.95,14.5,17.34,5.69,34.43,1.65,0.6,36.2,0.88,53.2,21.94,96.14,38.65,0.95,0.42,2.46,1.9,26.47,0.0,1.44,1.47,0.77,0.0,0.0,0.0,2.56,1.23,1.33,47.9
Alessandro Bastoni,1999-04-13,Internazionale,Left,Italy,Center Backs,2401,0.04,0.19,0.22,0.04,0.0,0.0,0.22,0.04,0.03,0.03,0.09,0.12,2.32,6.07,3.11,0.49,0.08,15.4,0.08,0.5,13.3,0.0,0.06,0.01,0.01,73.69,83.4,88.4,1367.92,422.64,31.19,32.69,95.4,33.06,35.65,92.7,8.47,12.67,66.9,0.11,1.01,4.8,1.84,0.9,74.59,8.36,2.77,0.11,0.82,2.4,4.31,0.0,0.0,0.0,0.0,0.45,0.67,2.66,2.29,0.15,0.0,0.04,0.11,0.08,0.41,0.34,0.04,0.0,0.0,0.04,0.0,1.72,0.9,0.97,0.52,0.22,0.75,1.12,66.7,0.37,0.94,0.49,0.82,2.55,1.95,0.04,91.69,7.35,30.89,44.27,17.02,1.05,91.69,0.6,0.26,43.8,0.19,31.3,61.21,310.75,187.23,2.7,0.19,0.97,0.19,68.03,0.04,1.65,1.46,0.04,0.0,0.0,0.0,3.6,1.65,0.9,64.7
