Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Nicolás Otamendi,1988-02-12,PrimeiraLiga,Benfica,Right,Argentina,Center Backs,2706,0.2,0.07,0.27,0.2,0.0,0.0,0.13,0.0,0.12,0.12,0.05,0.17,0.5,4.39,0.33,0.93,0.4,42.9,0.21,0.5,10.2,0.0,0.13,0.08,0.08,60.03,67.25,89.3,1172.96,439.22,20.72,22.92,90.4,31.6,33.46,94.4,7.18,9.75,73.7,0.07,0.33,3.76,0.17,0.0,64.39,2.73,1.56,0.0,0.23,0.07,0.07,0.0,0.0,0.0,0.0,0.13,0.13,1.06,0.9,0.0,0.0,0.1,0.03,0.03,0.17,0.13,0.0,0.0,0.0,0.03,0.0,1.76,1.03,0.93,0.67,0.17,0.96,1.43,67.4,0.47,0.96,0.47,2.0,3.76,3.89,0.17,78.39,7.78,34.39,40.54,3.89,2.16,78.39,0.43,0.3,69.2,0.13,30.8,47.66,268.74,149.9,0.27,0.0,0.43,0.07,52.55,0.0,0.86,0.83,0.03,0.03,0.07,0.0,4.86,4.09,1.4,74.5
Orkun Kökçü,2000-12-29,PrimeiraLiga,Benfica,Right,Turkey,Midfielders,2633,0.24,0.24,0.48,0.17,0.07,0.07,0.27,0.0,0.16,0.11,0.26,0.36,2.22,10.56,3.76,2.05,0.75,36.7,0.08,0.23,25.8,0.48,0.05,0.08,0.06,56.57,69.01,82.0,1053.92,349.16,23.35,26.46,88.2,23.79,26.94,88.3,7.93,12.54,63.2,0.25,2.6,7.96,2.39,0.48,62.21,6.29,2.46,0.58,0.89,4.72,0.51,3.32,2.15,0.31,0.03,0.51,0.92,5.06,3.52,1.16,0.0,0.21,0.14,0.03,0.62,0.41,0.1,0.0,0.1,0.0,0.0,1.37,0.92,0.48,0.72,0.17,0.62,1.3,47.4,0.68,0.79,0.0,0.44,1.81,0.34,0.1,77.28,0.82,8.65,43.72,25.7,1.44,77.22,1.16,0.38,32.4,0.72,61.8,48.26,238.25,114.61,1.67,0.1,1.26,0.75,57.05,0.0,1.16,1.47,0.1,0.0,0.0,0.0,6.22,0.17,0.48,26.3
Fredrik Aursnes,1995-12-10,PrimeiraLiga,Benfica,Right,Norway,Midfielders,2350,0.11,0.19,0.31,0.11,0.0,0.0,0.04,0.0,0.09,0.09,0.18,0.27,1.72,6.32,6.09,1.07,0.42,39.3,0.11,0.27,20.6,0.0,0.09,0.02,0.02,40.79,49.79,81.9,689.63,207.08,19.49,21.64,90.1,16.62,18.88,88.0,3.49,5.78,60.3,0.17,1.11,4.9,1.53,0.15,47.49,2.03,0.42,0.19,0.46,1.88,1.23,0.38,0.15,0.23,0.0,0.27,1.49,2.64,2.3,0.11,0.0,0.11,0.04,0.08,0.42,0.42,0.0,0.0,0.0,0.0,0.0,1.8,1.0,0.38,0.96,0.46,1.0,2.11,47.3,1.11,0.8,0.19,0.5,2.3,0.8,0.04,58.02,1.03,9.34,28.8,20.37,2.26,58.02,1.23,0.46,37.5,0.77,62.5,34.58,164.6,74.95,1.34,0.34,1.03,0.5,42.2,0.0,0.42,0.46,0.0,0.0,0.0,0.0,3.56,0.65,0.88,42.5
Vangelis Pavlidis,1998-11-21,PrimeiraLiga,Benfica,Both,Greece,Forwards,2257,0.76,0.28,1.04,0.64,0.12,0.12,0.12,0.0,0.74,0.65,0.22,0.87,1.71,2.23,7.26,3.23,1.36,42.0,0.2,0.47,13.6,0.0,0.2,0.02,-0.01,16.59,22.77,72.9,242.17,48.69,9.81,12.12,80.9,4.51,5.82,77.4,1.28,1.91,66.7,0.19,1.6,0.88,0.92,0.04,20.86,1.71,0.0,0.48,0.28,0.32,0.08,0.0,0.0,0.0,0.0,0.2,0.84,3.31,2.23,0.0,0.48,0.4,0.2,0.0,0.6,0.36,0.0,0.12,0.08,0.04,0.0,0.68,0.4,0.04,0.16,0.48,0.28,0.56,50.0,0.28,0.64,0.04,0.2,0.88,0.4,0.04,35.09,0.52,2.11,12.6,20.74,7.06,34.97,2.91,1.24,42.5,1.63,56.2,20.22,94.63,37.72,0.72,1.2,2.47,1.4,25.72,0.0,0.84,1.04,1.2,0.04,0.0,0.0,2.47,1.36,2.35,36.6
Kerem Aktürkoğlu,1998-10-21,PrimeiraLiga,Benfica,Right,Turkey,Att Mid / Wingers,2003,0.49,0.4,0.9,0.49,0.0,0.0,0.13,0.0,0.44,0.44,0.33,0.76,2.79,3.06,9.08,2.88,1.3,45.3,0.17,0.38,16.9,0.09,0.15,0.06,0.06,21.03,30.15,69.7,320.77,82.5,11.86,14.6,81.2,6.47,8.99,72.0,1.53,2.88,53.1,0.22,1.84,1.3,1.35,0.31,27.32,2.56,0.27,0.18,0.22,2.47,0.99,0.85,0.18,0.54,0.0,0.27,1.3,3.46,2.25,0.27,0.31,0.31,0.18,0.13,0.67,0.49,0.0,0.13,0.04,0.0,0.0,0.99,0.72,0.4,0.31,0.27,0.31,1.17,26.9,0.85,0.94,0.0,0.76,1.75,0.36,0.0,43.36,0.13,4.04,14.83,25.39,6.02,43.36,3.41,1.12,32.9,2.25,65.8,26.02,141.45,72.34,1.75,1.12,2.7,1.12,29.25,0.0,0.85,1.35,0.58,0.0,0.0,0.0,4.76,0.9,0.67,57.1
Florentino Luís,1999-08-19,PrimeiraLiga,Benfica,Right,Portugal,Midfielders,1969,0.09,0.05,0.14,0.09,0.0,0.0,0.32,0.0,0.06,0.06,0.03,0.09,0.69,5.81,0.73,0.32,0.14,42.9,0.29,0.67,16.8,0.0,0.19,0.03,0.03,44.75,51.38,87.1,794.73,229.73,19.93,21.85,91.2,18.51,20.43,90.6,5.07,6.35,79.9,0.04,0.5,4.94,0.55,0.09,50.33,0.78,0.78,0.09,0.5,0.23,0.0,0.0,0.0,0.0,0.0,0.27,0.55,1.55,1.46,0.0,0.0,0.09,0.0,0.0,0.18,0.14,0.0,0.0,0.05,0.0,0.0,3.75,2.15,1.19,2.01,0.55,1.65,2.79,59.0,1.14,1.51,0.23,2.38,6.12,1.42,0.18,63.35,2.83,14.9,38.67,10.28,0.46,63.35,1.05,0.55,52.2,0.5,47.8,34.42,144.21,59.06,1.19,0.0,0.96,0.55,39.26,0.0,1.65,0.64,0.05,0.0,0.0,0.0,5.67,1.23,1.37,47.4
Ángel Di María,1988-02-14,PrimeiraLiga,Benfica,Left,Argentina,Att Mid / Wingers,1646,0.44,0.27,0.71,0.16,0.27,0.27,0.27,0.0,0.49,0.27,0.28,0.55,3.83,8.75,10.88,3.12,0.66,21.1,0.05,0.25,22.0,0.44,0.09,-0.05,-0.11,37.4,53.04,70.5,689.6,237.96,17.66,20.07,88.0,12.85,17.61,73.0,5.96,11.65,51.2,0.39,2.46,4.7,3.72,0.77,46.97,5.74,1.31,1.04,1.15,7.27,1.15,3.28,1.97,0.66,0.0,0.33,1.42,4.92,3.28,0.66,0.44,0.16,0.33,0.05,0.66,0.49,0.05,0.0,0.05,0.05,0.0,0.87,0.38,0.22,0.33,0.33,0.38,1.09,35.0,0.71,0.71,0.0,0.44,1.31,0.0,0.0,65.78,0.16,3.55,24.99,37.67,5.41,65.5,4.54,1.59,34.9,2.84,62.7,43.09,261.8,117.07,2.9,1.48,2.08,0.98,49.48,0.0,0.93,1.53,0.55,0.05,0.0,0.0,4.16,0.0,0.11,0.0
Alexander Bah,1997-12-09,PrimeiraLiga,Benfica,Right,Denmark,Fullbacks,1412,0.0,0.06,0.06,0.0,0.0,0.0,0.13,0.0,0.06,0.06,0.08,0.14,2.04,4.84,8.09,0.7,0.06,9.1,0.0,0.0,15.5,0.0,0.09,-0.06,-0.06,49.08,63.1,77.8,811.72,270.51,25.24,28.24,89.4,19.38,24.6,78.8,3.57,7.08,50.5,0.09,0.76,3.82,1.21,0.38,52.78,10.13,0.51,0.06,0.45,3.57,9.62,0.0,0.0,0.0,0.0,0.19,1.47,2.23,1.66,0.19,0.0,0.13,0.06,0.19,0.13,0.13,0.0,0.0,0.0,0.0,0.0,3.12,2.17,1.21,1.34,0.57,2.1,3.12,67.3,1.02,1.21,0.06,1.27,4.4,1.15,0.0,75.72,1.21,15.42,33.78,26.96,2.55,75.72,2.17,0.76,35.3,1.4,64.7,35.5,147.56,76.93,1.21,0.32,1.59,0.76,44.68,0.0,0.96,1.53,0.0,0.0,0.0,0.0,4.33,1.53,1.15,57.1
Leandro Barreiro Martins,2000-01-03,PrimeiraLiga,Benfica,Right,Luxembourg,Midfielders,1211,0.22,0.07,0.3,0.22,0.0,0.0,0.37,0.0,0.28,0.28,0.12,0.4,0.89,3.72,3.72,1.19,0.67,56.3,0.19,0.33,11.8,0.0,0.25,-0.06,-0.06,37.75,43.77,86.2,597.45,125.75,19.1,20.96,91.1,16.94,18.73,90.5,1.11,1.78,62.5,0.12,0.89,2.08,0.67,0.0,42.36,1.34,0.74,0.07,0.0,0.52,0.59,0.0,0.0,0.0,0.0,0.07,1.04,2.9,1.86,0.07,0.07,0.22,0.59,0.07,0.45,0.15,0.0,0.0,0.07,0.22,0.0,2.3,1.26,0.3,1.41,0.59,1.04,1.93,53.8,0.89,1.11,0.15,0.59,2.9,0.74,0.0,53.58,1.34,8.03,29.43,16.5,3.42,53.58,1.86,0.97,52.0,0.67,36.0,30.17,138.23,61.09,0.97,0.07,1.41,1.11,36.04,0.0,2.16,2.38,0.15,0.22,0.0,0.0,4.46,1.49,1.64,47.6
Samuel Dahl,2000-03-04,PrimeiraLiga,Benfica,Left,Sweden,Fullbacks,595,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.39,0.44,1.66,5.45,9.23,0.61,0.3,50.0,0.0,0.0,19.8,0.0,0.07,-0.05,-0.05,40.99,54.15,75.7,642.71,184.99,22.39,25.26,88.6,14.37,17.7,81.2,3.03,6.81,44.4,0.38,1.82,2.27,1.97,0.3,44.62,9.23,1.36,0.3,0.0,6.35,4.54,3.33,2.42,0.61,0.0,0.3,1.82,4.24,2.72,0.45,0.15,0.0,0.91,0.0,0.76,0.45,0.15,0.0,0.0,0.15,0.0,1.82,0.76,0.61,1.06,0.15,1.51,2.42,62.5,0.91,1.51,0.0,0.76,2.57,0.91,0.0,64.74,1.51,9.68,25.41,30.4,3.48,64.74,2.42,0.91,37.5,1.21,50.0,35.55,159.28,72.45,1.36,0.3,2.12,0.61,39.63,0.0,0.91,1.82,0.45,0.15,0.0,0.0,5.6,0.15,0.61,20.0
Jan-Niklas Beste,1999-01-04,PrimeiraLiga,Freiburg,Left,Germany,Att Mid / Wingers,501,0.0,0.18,0.18,0.0,0.0,0.0,0.54,0.0,0.13,0.13,0.27,0.4,4.13,3.77,12.04,1.44,0.54,37.5,0.0,0.0,16.7,0.0,0.09,-0.13,-0.13,42.75,54.25,78.8,726.29,176.77,20.3,22.81,89.0,17.6,22.63,77.8,3.77,5.75,65.6,0.18,2.69,1.62,0.9,0.36,45.81,8.08,0.9,0.0,0.0,5.93,5.03,2.16,1.08,0.9,0.0,0.36,1.08,4.67,2.87,1.44,0.0,0.18,0.0,0.18,0.54,0.18,0.36,0.0,0.0,0.0,0.0,3.41,2.69,0.9,1.8,0.72,1.62,2.52,64.3,0.9,0.72,0.0,0.72,4.13,0.72,0.0,65.21,1.62,11.86,21.56,32.52,3.05,65.21,2.87,1.44,50.0,1.26,43.8,39.16,239.1,106.35,2.34,0.54,1.8,0.72,43.29,0.0,1.62,2.34,0.18,0.0,0.0,0.0,4.67,0.36,0.36,50.0
