Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Wilfried Gnonto,2003-11-05,EFLChampionship,Leeds United,Right,Italy,Att Mid / Wingers,2276,0.36,0.24,0.59,0.36,0.0,0.0,0.2,0.0,0.33,0.33,0.23,0.55,3.28,4.9,9.49,3.24,1.11,34.1,0.11,0.32,17.4,0.0,0.1,0.03,0.03,29.78,38.32,77.7,436.16,94.19,17.12,20.29,84.4,10.04,12.06,83.3,1.3,2.33,55.9,0.15,1.82,2.06,1.74,0.08,37.76,0.44,0.16,0.36,0.2,1.78,0.28,0.0,0.0,0.0,0.0,0.12,1.62,4.27,2.89,0.0,0.44,0.55,0.36,0.04,0.4,0.36,0.0,0.04,0.0,0.0,0.0,0.95,0.51,0.2,0.36,0.4,0.51,1.23,41.9,0.71,0.83,0.04,0.51,1.46,0.55,0.0,50.73,0.4,3.95,20.52,26.81,5.22,50.73,3.52,1.7,48.3,1.34,38.2,35.71,227.06,99.09,2.41,1.07,1.54,1.9,40.61,0.0,1.19,2.45,0.55,0.0,0.0,0.0,3.6,0.71,1.03,40.9
Joe Rothwell,1995-01-11,EFLChampionship,Leeds United,Right,England,Midfielders,2249,0.0,0.16,0.16,0.0,0.0,0.0,0.08,0.0,0.02,0.02,0.18,0.21,1.64,6.64,1.2,0.52,0.08,15.4,0.0,0.0,23.3,0.04,0.05,-0.02,-0.02,63.71,74.55,85.5,1122.22,294.41,28.29,30.45,92.9,27.61,30.45,90.7,6.44,11.29,57.1,0.22,2.44,7.4,0.68,0.08,64.19,10.16,3.16,0.28,0.36,7.04,0.32,6.68,2.72,2.92,0.04,0.2,0.6,4.4,2.24,1.96,0.12,0.04,0.0,0.04,0.28,0.16,0.12,0.0,0.0,0.0,0.0,0.92,0.52,0.24,0.56,0.12,0.44,0.92,47.8,0.48,0.48,0.08,1.0,1.92,0.6,0.04,79.6,0.88,8.88,49.94,21.25,0.36,79.6,1.04,0.72,69.2,0.28,26.9,44.58,250.23,115.49,2.04,0.16,0.76,0.36,57.23,0.0,0.36,0.52,0.04,0.0,0.0,0.0,3.68,0.48,0.36,57.1
Ilia Gruev,2000-05-06,EFLChampionship,Leeds United,Left,Bulgaria,Midfielders,1699,0.0,0.11,0.11,0.0,0.0,0.0,0.16,0.0,0.07,0.07,0.13,0.2,0.9,5.4,1.17,1.06,0.37,35.0,0.0,0.0,19.9,0.26,0.07,-0.07,-0.07,64.47,74.43,86.6,1017.44,280.75,33.53,35.81,93.6,26.8,29.51,90.8,2.6,6.09,42.6,0.12,1.7,5.72,0.69,0.0,68.18,6.09,2.44,0.21,0.0,4.18,0.05,3.6,2.28,0.95,0.0,0.16,0.69,3.18,2.07,0.95,0.0,0.05,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,2.01,1.22,0.42,1.22,0.37,0.85,1.43,59.3,0.58,0.85,0.11,1.01,3.02,1.11,0.0,82.9,0.95,14.14,51.17,17.9,0.79,82.9,0.42,0.11,25.0,0.32,75.0,47.68,194.67,96.83,1.22,0.05,0.42,0.37,60.02,0.0,1.32,0.69,0.0,0.0,0.0,0.0,2.81,0.9,0.79,53.1
Sam Byram,1993-09-16,EFLChampionship,Leeds United,Right,England,Fullbacks,1409,0.06,0.06,0.13,0.06,0.0,0.0,0.26,0.0,0.05,0.05,0.06,0.12,1.6,4.79,6.39,0.96,0.26,26.7,0.07,0.25,11.4,0.0,0.06,0.01,0.01,48.86,60.3,81.0,715.91,192.01,27.15,29.89,90.8,18.91,23.38,80.9,1.41,3.58,39.3,0.1,0.45,3.07,0.83,0.06,48.99,10.99,0.83,0.06,0.13,1.15,10.16,0.0,0.0,0.0,0.0,0.32,1.47,1.85,1.47,0.06,0.0,0.19,0.06,0.06,0.32,0.19,0.0,0.0,0.06,0.0,0.06,1.98,1.21,1.15,0.64,0.19,1.15,1.47,78.3,0.32,1.09,0.32,1.41,3.39,2.94,0.0,72.18,2.36,17.5,30.53,24.53,2.68,72.18,0.57,0.26,44.4,0.26,44.4,32.13,133.24,59.47,1.21,0.45,1.28,0.38,41.45,0.0,1.21,0.83,0.32,0.0,0.0,0.06,3.7,2.3,2.3,50.0
Joe Gelhardt,2002-05-04,EFLChampionship,Hull City,Right,England,Att Mid / Wingers,1603,0.28,0.0,0.28,0.17,0.11,0.11,0.22,0.0,0.31,0.22,0.12,0.34,2.86,2.58,4.55,2.47,0.51,20.5,0.07,0.33,21.3,0.06,0.09,-0.03,-0.05,17.85,27.29,65.4,245.18,66.81,11.29,13.98,80.7,4.83,7.3,66.2,0.67,2.86,23.5,0.1,1.01,1.35,1.07,0.11,24.42,2.64,0.45,0.22,0.22,3.2,0.28,1.35,1.12,0.06,0.06,0.22,1.29,2.92,1.63,0.11,0.45,0.39,0.34,0.0,0.11,0.06,0.0,0.0,0.0,0.06,0.0,1.18,0.84,0.28,0.67,0.22,0.56,1.8,31.3,1.24,1.18,0.11,0.17,1.35,1.63,0.06,42.16,1.68,6.23,16.28,20.55,2.69,42.05,4.94,2.3,46.6,2.36,47.7,23.24,153.16,69.79,1.68,1.12,2.41,2.92,27.45,0.0,1.46,1.91,0.0,0.06,0.0,0.0,3.42,1.07,2.58,29.2
Maxime Estève,2002-05-26,EFLChampionship,Burnley,Left,France,Center Backs,4055,0.02,0.0,0.02,0.02,0.0,0.0,0.07,0.0,0.02,0.02,0.0,0.02,0.42,3.11,0.04,0.16,0.02,14.3,0.14,1.0,16.1,0.0,0.13,0.0,0.0,61.9,68.56,90.3,1163.7,330.3,20.57,21.95,93.7,36.47,38.13,95.6,4.33,7.19,60.2,0.01,0.04,2.95,0.02,0.0,65.61,2.84,1.51,0.02,0.44,0.11,0.09,0.0,0.0,0.0,0.0,0.11,0.36,0.55,0.53,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,1.07,0.64,0.75,0.27,0.04,0.53,0.8,66.7,0.27,1.29,0.91,0.82,1.89,5.19,0.04,78.46,9.19,40.26,36.73,1.75,0.31,78.46,0.2,0.16,77.8,0.04,22.2,45.88,196.6,112.13,0.29,0.02,0.6,0.18,54.51,0.0,0.4,0.42,0.0,0.0,0.0,0.0,3.75,2.06,1.27,62.0
Josh Cullen,1996-04-07,EFLChampionship,Burnley,Right,Republic of Ireland,Midfielders,3801,0.05,0.07,0.12,0.05,0.0,0.0,0.26,0.0,0.04,0.04,0.06,0.1,0.54,5.16,1.25,0.54,0.17,30.4,0.09,0.29,19.7,0.0,0.07,0.01,0.01,58.6,66.77,87.8,1024.81,233.11,26.52,28.39,93.4,26.45,28.91,91.5,4.93,7.43,66.2,0.11,0.85,5.33,0.83,0.12,64.4,2.15,1.85,0.14,0.24,0.9,0.12,0.19,0.07,0.09,0.0,0.21,0.52,2.18,1.78,0.12,0.02,0.09,0.14,0.02,0.28,0.12,0.07,0.0,0.02,0.07,0.0,1.54,0.81,0.4,1.04,0.09,0.73,1.3,56.4,0.57,0.81,0.28,0.81,2.34,1.7,0.02,74.59,2.79,16.88,44.7,13.28,1.14,74.59,0.81,0.52,64.7,0.21,26.5,39.54,140.27,59.48,0.81,0.19,0.83,0.71,53.58,0.0,1.35,1.8,0.0,0.05,0.0,0.0,5.54,1.21,1.33,47.7
Jaidon Anthony,1999-12-01,EFLChampionship,Burnley,Right,England,Att Mid / Wingers,3661,0.2,0.17,0.37,0.2,0.0,0.0,0.1,0.0,0.23,0.23,0.2,0.43,4.52,3.91,9.22,2.38,0.74,30.9,0.08,0.27,17.6,0.15,0.1,-0.03,-0.03,28.79,40.46,71.1,456.51,122.94,15.49,18.07,85.7,9.74,13.79,70.6,2.43,5.68,42.9,0.2,1.99,1.55,1.65,0.42,35.55,4.77,1.03,0.07,0.59,6.17,0.81,2.88,1.03,0.79,0.02,0.15,1.13,4.3,2.61,0.81,0.44,0.3,0.1,0.05,0.47,0.3,0.02,0.1,0.05,0.0,0.0,1.38,0.81,0.32,0.84,0.22,0.52,1.28,40.4,0.76,1.4,0.12,0.76,2.14,1.25,0.0,53.89,0.96,5.8,19.59,29.35,4.87,53.89,3.81,1.57,41.3,2.09,54.8,32.13,216.16,105.51,2.26,2.09,2.41,1.4,37.47,0.0,0.93,0.91,0.34,0.0,0.0,0.0,4.06,0.49,0.86,36.4
Connor Roberts,1995-09-23,EFLChampionship,Burnley,Right,Wales,Fullbacks,3636,0.05,0.07,0.12,0.05,0.0,0.0,0.1,0.0,0.06,0.06,0.06,0.12,1.21,5.89,2.43,0.64,0.12,19.2,0.08,0.4,19.8,0.0,0.1,-0.01,-0.01,53.39,64.58,82.7,994.38,308.81,21.49,23.17,92.7,24.6,28.44,86.5,6.56,11.09,59.2,0.07,0.69,5.12,0.84,0.3,53.96,10.5,1.96,0.07,0.4,1.91,8.29,0.25,0.05,0.05,0.0,0.12,0.64,1.88,1.49,0.15,0.05,0.1,0.07,0.02,0.25,0.22,0.0,0.0,0.02,0.0,0.0,1.14,0.77,0.5,0.47,0.17,0.69,1.04,66.7,0.35,0.87,0.4,0.42,1.56,2.1,0.02,71.11,2.52,19.53,36.24,15.47,1.24,71.11,0.45,0.22,50.0,0.17,38.9,38.89,152.01,84.01,0.77,0.17,0.5,0.12,47.55,0.0,0.59,1.58,0.07,0.0,0.0,0.0,2.52,0.47,0.84,35.8
CJ Egan-Riley,2003-01-02,EFLChampionship,Burnley,Right,England,Center Backs,3601,0.03,0.03,0.05,0.03,0.0,0.0,0.18,0.03,0.03,0.03,0.02,0.04,0.65,3.22,0.22,0.37,0.08,20.0,0.07,0.33,18.3,0.05,0.07,0.0,0.0,61.46,71.28,86.2,1241.71,454.37,20.52,21.74,94.4,33.29,35.29,94.3,7.15,12.97,55.1,0.02,0.35,5.07,0.15,0.05,68.98,2.22,1.87,0.08,1.02,0.08,0.27,0.0,0.0,0.0,0.0,0.08,0.3,1.02,0.9,0.05,0.03,0.03,0.0,0.03,0.08,0.05,0.03,0.0,0.0,0.0,0.0,1.5,1.02,0.97,0.42,0.1,0.85,0.92,91.9,0.08,0.97,0.72,0.9,2.4,4.97,0.05,81.05,9.1,41.11,38.31,2.27,0.5,81.05,0.42,0.27,64.7,0.15,35.3,51.46,264.85,153.98,0.3,0.0,0.32,0.2,58.53,0.0,0.42,0.72,0.0,0.0,0.03,0.0,4.62,1.8,1.85,49.3
Josh Brownhill,1995-12-19,EFLChampionship,Burnley,Right,England,Midfielders,3474,0.47,0.16,0.62,0.39,0.08,0.08,0.13,0.0,0.26,0.19,0.11,0.31,0.85,4.27,3.76,1.63,0.67,41.3,0.24,0.58,19.3,0.05,0.12,0.21,0.19,35.54,44.69,79.5,542.56,118.45,18.55,21.45,86.5,13.7,16.32,84.0,1.79,3.42,52.3,0.13,1.27,2.36,1.04,0.29,41.37,3.08,1.37,0.08,0.23,1.42,0.6,0.62,0.36,0.08,0.0,0.23,1.01,2.8,2.41,0.1,0.03,0.16,0.05,0.05,0.36,0.29,0.03,0.0,0.05,0.0,0.0,1.66,0.91,0.65,0.65,0.36,0.6,1.37,43.4,0.78,0.67,0.13,0.83,2.49,1.55,0.03,54.46,1.92,9.46,25.18,20.1,2.67,54.38,0.83,0.34,40.6,0.47,56.3,25.31,105.83,42.82,1.06,0.31,1.42,0.6,35.0,0.0,1.32,0.62,0.1,0.0,0.0,0.0,3.08,1.11,1.27,46.7
Lucas,2001-03-24,EFLChampionship,Burnley,Left,Brazil,Fullbacks,2794,0.0,0.06,0.06,0.0,0.0,0.0,0.23,0.0,0.03,0.03,0.06,0.1,2.09,3.41,4.22,0.61,0.06,10.5,0.0,0.0,19.4,0.0,0.05,-0.03,-0.03,48.7,60.78,80.1,796.15,239.85,24.29,26.86,90.4,20.49,25.19,81.3,3.0,6.22,48.2,0.09,1.16,2.8,0.58,0.19,48.16,12.47,1.29,0.13,0.06,3.51,9.7,1.48,0.58,0.55,0.0,0.16,1.13,2.0,1.19,0.64,0.03,0.13,0.0,0.0,0.13,0.06,0.03,0.0,0.03,0.0,0.0,2.32,1.29,1.29,0.74,0.29,1.32,2.16,61.2,0.84,0.9,0.26,1.45,3.77,3.0,0.06,71.09,2.71,20.13,33.27,18.23,1.55,71.09,1.32,0.77,58.5,0.48,36.6,36.62,185.89,94.38,1.39,0.19,1.26,0.9,41.94,0.0,0.87,0.32,0.13,0.0,0.0,0.0,4.19,0.58,0.87,40.0
