Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Christos Tzolis,2002-01-30,BelgianPro,Club Brugge,Right,Greece,Att Mid / Wingers,2048,0.35,0.22,0.57,0.31,0.04,0.04,0.18,0.04,0.42,0.39,0.24,0.62,4.17,3.87,11.16,3.69,1.27,34.5,0.08,0.24,17.0,0.09,0.11,-0.07,-0.08,29.62,39.51,75.0,489.11,116.19,14.59,17.67,82.6,10.68,13.49,79.2,2.86,4.88,58.6,0.25,2.37,2.29,1.71,0.18,36.65,2.68,0.7,0.04,0.18,3.69,0.4,1.58,1.19,0.0,0.0,0.18,1.54,4.53,3.12,0.44,0.18,0.44,0.26,0.09,0.44,0.26,0.09,0.0,0.04,0.0,0.04,1.05,0.57,0.44,0.26,0.35,0.4,0.97,40.9,0.57,1.23,0.04,0.62,1.67,0.7,0.04,51.72,0.88,5.58,17.49,29.58,7.95,51.68,1.89,0.97,51.2,0.84,44.2,38.45,251.81,110.35,2.24,1.93,1.93,1.58,37.31,0.04,0.48,1.27,0.31,0.0,0.0,0.0,3.96,0.66,1.41,31.9
Maxim De Cuyper,2000-12-22,BelgianPro,Club Brugge,Left,Belgium,Fullbacks,2209,0.08,0.16,0.24,0.04,0.04,0.04,0.12,0.0,0.11,0.08,0.37,0.45,1.34,7.58,6.8,1.06,0.29,26.9,0.04,0.14,18.0,0.08,0.07,-0.03,-0.04,59.57,75.74,78.6,1177.05,419.52,23.26,26.2,88.8,25.83,31.13,83.0,9.17,15.65,58.6,0.35,2.77,6.07,2.44,1.1,61.97,13.57,1.96,0.08,1.34,7.9,8.15,3.46,1.75,1.22,0.04,0.2,1.18,5.13,3.3,1.47,0.08,0.16,0.12,0.0,0.69,0.37,0.12,0.08,0.04,0.08,0.0,2.04,1.34,1.34,0.53,0.16,0.86,1.51,56.8,0.65,1.14,0.2,0.69,2.73,2.36,0.08,85.07,3.71,19.88,38.34,27.3,2.57,85.03,1.26,0.61,48.4,0.41,32.3,57.0,286.38,124.83,2.0,0.49,1.02,0.49,54.35,0.0,0.86,1.06,0.04,0.08,0.0,0.0,4.36,0.65,0.73,47.1
Raphael Onyedika,2001-04-19,BelgianPro,Club Brugge,Right,Nigeria,Midfielders,1683,0.05,0.05,0.11,0.05,0.0,0.0,0.05,0.05,0.06,0.06,0.05,0.11,0.37,4.65,1.23,1.23,0.16,13.0,0.04,0.33,21.3,0.0,0.05,-0.01,-0.01,49.84,55.19,90.3,913.96,210.86,17.86,19.52,91.5,26.15,28.02,93.3,4.44,5.51,80.6,0.09,0.64,4.87,0.37,0.0,53.69,1.5,1.28,0.21,0.21,0.11,0.21,0.0,0.0,0.0,0.0,0.0,0.86,1.87,1.55,0.0,0.16,0.16,0.0,0.0,0.16,0.11,0.0,0.0,0.05,0.0,0.0,1.82,0.91,0.48,1.18,0.16,0.8,1.93,41.7,1.12,1.18,0.21,0.8,2.62,1.07,0.16,63.74,2.03,13.69,40.8,9.84,1.39,63.74,1.44,0.91,63.0,0.53,37.0,48.29,214.87,74.17,1.07,0.11,0.75,0.8,45.35,0.0,1.76,1.18,0.05,0.0,0.0,0.0,5.83,0.7,0.8,46.4
Gustaf Nilsson,1997-05-23,BelgianPro,Club Brugge,Right,Sweden,Forwards,1551,0.52,0.29,0.81,0.41,0.12,0.12,0.12,0.0,0.68,0.59,0.13,0.72,1.04,1.39,6.03,3.95,1.57,39.7,0.1,0.26,11.1,0.0,0.15,-0.16,-0.18,10.5,17.41,60.3,143.44,37.89,6.15,9.52,64.6,2.96,4.58,64.6,0.58,0.87,66.7,0.1,0.99,0.81,0.41,0.06,17.06,0.23,0.0,0.12,0.12,0.23,0.12,0.0,0.0,0.0,0.0,0.12,1.04,2.32,1.1,0.0,0.12,0.93,0.06,0.12,0.52,0.17,0.0,0.0,0.23,0.06,0.06,0.81,0.52,0.17,0.35,0.29,0.29,0.46,62.5,0.17,0.7,0.17,0.12,0.93,0.7,0.0,30.29,0.87,2.44,12.19,16.07,8.36,30.17,1.8,0.52,29.0,1.22,67.7,20.08,111.93,34.87,0.64,0.52,2.55,0.99,21.88,0.0,1.97,1.68,0.23,0.06,0.0,0.0,2.15,3.13,2.32,57.4
Hugo Vetlesen,2000-02-29,BelgianPro,Club Brugge,Right,Norway,Midfielders,1162,0.08,0.08,0.15,0.08,0.0,0.0,0.31,0.0,0.19,0.19,0.18,0.37,1.78,5.58,5.11,1.55,0.46,30.0,0.05,0.17,15.4,0.0,0.12,-0.12,-0.12,33.07,41.2,80.3,532.72,144.91,15.1,18.12,83.3,14.02,16.03,87.4,2.17,3.56,60.9,0.18,2.01,3.25,1.86,0.39,39.27,1.78,0.46,0.08,0.23,1.63,0.15,0.23,0.23,0.0,0.0,0.15,1.16,3.95,3.33,0.0,0.15,0.23,0.08,0.15,0.31,0.23,0.0,0.08,0.0,0.0,0.0,1.55,1.16,0.54,0.7,0.31,0.62,1.24,50.0,0.62,0.77,0.15,0.77,2.32,1.47,0.0,52.2,1.78,8.98,24.86,19.21,3.95,52.2,2.48,1.16,46.9,1.16,46.9,39.19,218.88,80.16,1.78,0.39,1.55,1.24,37.8,0.0,1.39,1.16,0.08,0.0,0.0,0.0,3.49,0.54,0.62,46.7
Andreas Skov Olsen,1999-12-29,BelgianPro,Wolfsburg,Left,Denmark,Att Mid / Wingers,1136,0.63,0.32,0.95,0.63,0.0,0.0,0.08,0.0,0.42,0.42,0.25,0.67,5.39,4.6,11.73,3.17,1.27,40.0,0.2,0.5,19.7,0.0,0.13,0.21,0.21,35.97,44.52,80.8,593.4,148.55,17.19,19.96,86.1,15.05,18.38,81.9,2.54,3.8,66.7,0.24,1.98,2.61,2.22,0.4,43.81,0.48,0.16,0.16,0.55,2.85,0.32,0.0,0.0,0.0,0.0,0.24,1.11,4.28,3.49,0.0,0.48,0.32,0.0,0.0,0.63,0.55,0.0,0.08,0.0,0.0,0.0,0.63,0.48,0.16,0.32,0.16,0.4,1.27,31.3,0.87,0.55,0.16,0.4,1.03,0.87,0.0,53.64,0.87,4.44,21.15,28.13,4.52,53.64,2.46,1.03,41.9,1.19,48.4,45.08,294.64,134.76,3.57,1.35,0.95,1.11,43.97,0.0,0.63,1.03,0.16,0.0,0.0,0.0,2.77,0.16,0.63,20.0
Zaid Romero,1999-12-15,BelgianPro,Club Brugge,Left,Argentina,Center Backs,594,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.03,0.03,0.0,0.05,0.76,6.21,1.06,0.76,0.15,20.0,0.0,0.0,20.8,0.0,0.05,-0.03,-0.03,77.12,84.7,91.1,1406.06,455.76,27.27,30.45,89.6,40.76,42.88,95.1,6.82,8.33,81.8,0.02,0.15,4.7,0.0,0.0,79.55,5.15,1.06,0.0,0.3,0.3,2.12,0.0,0.0,0.0,0.0,0.0,0.91,1.36,1.21,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,1.21,1.21,0.76,0.0,1.21,1.52,80.0,0.3,1.06,0.61,1.21,3.18,3.48,0.15,96.67,10.45,33.03,56.36,7.73,1.06,96.67,0.45,0.15,33.3,0.15,33.3,70.61,378.03,192.73,1.06,0.15,1.52,0.45,67.42,0.0,0.61,1.06,0.0,0.0,0.0,0.0,5.15,1.52,1.82,45.5
Casper Nielsen,1994-04-29,BelgianPro,Club Brugge,Right,Denmark,Midfielders,504,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.16,0.29,1.79,5.71,8.21,1.25,0.54,42.9,0.0,0.0,17.1,0.0,0.09,-0.11,-0.11,25.36,37.68,67.3,443.04,162.32,10.89,14.11,77.2,10.71,15.89,67.4,2.5,4.64,53.8,0.23,1.07,3.57,1.96,0.54,36.07,1.43,0.18,0.0,0.0,4.82,0.0,0.54,0.36,0.0,0.0,0.18,0.18,2.5,2.14,0.0,0.0,0.36,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,1.25,0.89,0.54,0.54,0.18,0.54,1.61,33.3,1.07,1.07,0.54,1.07,2.32,1.61,0.0,47.32,2.68,7.32,20.71,20.18,3.39,47.32,1.43,0.89,62.5,0.36,25.0,32.68,164.11,55.54,0.89,0.36,2.14,0.36,30.54,0.0,1.43,0.54,0.18,0.0,0.0,0.18,3.21,1.96,0.71,73.3
Jorne Spileers,2005-01-21,BelgianPro,Club Brugge,Right,Belgium,Center Backs,503,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.72,5.9,0.0,0.18,0.18,100.0,1.0,1.0,30.3,0.0,0.04,0.18,0.18,73.36,78.91,93.0,1565.79,531.77,17.89,19.32,92.6,43.48,44.37,98.0,11.09,13.78,80.5,0.04,0.18,6.44,0.0,0.0,78.19,0.72,0.54,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.89,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.72,0.36,0.72,0.0,0.54,0.89,60.0,0.36,1.25,1.25,0.36,1.43,5.19,0.18,88.39,9.13,37.93,49.38,2.15,0.54,88.39,0.18,0.0,0.0,0.18,100.0,71.39,419.58,211.13,0.72,0.18,0.54,0.36,69.6,0.0,0.89,0.0,0.0,0.0,0.0,0.0,5.73,0.54,0.18,75.0
Michał Skóraś,2000-02-15,BelgianPro,Club Brugge,Right,Poland,Att Mid / Wingers,644,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.25,0.25,0.28,0.55,3.49,5.59,11.04,2.24,0.98,43.8,0.0,0.0,18.0,0.0,0.12,-0.25,-0.25,27.39,36.89,74.2,477.39,151.63,12.44,14.81,84.0,10.34,13.56,76.3,3.35,5.31,63.2,0.38,2.1,2.1,2.66,1.12,33.82,2.8,0.56,0.14,0.14,4.89,0.7,1.54,0.98,0.56,0.0,0.28,1.26,5.73,4.33,0.7,0.14,0.28,0.14,0.14,0.14,0.0,0.0,0.0,0.14,0.0,0.0,2.38,1.54,0.98,0.7,0.7,0.98,1.68,58.3,0.7,0.98,0.0,0.42,2.8,1.26,0.0,52.27,0.98,5.87,17.61,29.49,4.75,52.27,2.52,0.7,27.8,1.54,61.1,36.89,249.46,120.19,2.24,1.26,3.63,0.98,35.64,0.0,1.54,2.24,0.28,0.14,0.0,0.0,5.17,0.84,2.66,24.0
Noah Sadiki,2004-12-17,BelgianPro,Union SG,Right,Congo DR,Midfielders,2424,0.04,0.07,0.11,0.04,0.0,0.0,0.15,0.0,0.07,0.07,0.16,0.23,1.75,5.27,4.6,0.74,0.22,30.0,0.05,0.17,17.0,0.0,0.09,-0.03,-0.03,36.39,42.33,86.0,587.56,159.95,17.52,19.9,88.1,14.89,16.52,90.1,2.34,3.23,72.4,0.1,1.37,3.49,0.89,0.04,40.99,1.19,0.37,0.3,0.07,0.67,0.41,0.0,0.0,0.0,0.0,0.15,0.78,2.71,2.3,0.0,0.11,0.07,0.22,0.0,0.19,0.11,0.0,0.0,0.0,0.07,0.0,1.78,0.97,0.71,0.74,0.33,0.67,1.37,48.6,0.71,1.34,0.22,1.08,2.86,1.34,0.0,52.95,1.45,9.39,29.22,15.04,1.97,52.95,1.78,0.56,31.3,1.08,60.4,37.83,227.56,94.16,2.23,0.41,1.19,1.37,36.16,0.0,1.04,1.23,0.0,0.04,0.0,0.0,5.05,0.3,0.59,33.3
Charles Vanhoutte,1998-09-16,BelgianPro,Union SG,Right,Belgium,Midfielders,2029,0.04,0.13,0.18,0.04,0.0,0.0,0.09,0.04,0.04,0.04,0.08,0.13,1.24,6.61,1.55,0.8,0.18,22.2,0.06,0.25,21.0,0.09,0.05,0.0,0.0,47.68,60.06,79.4,827.21,302.2,21.56,25.15,85.7,18.41,22.22,82.8,5.23,8.78,59.6,0.13,1.46,5.63,1.06,0.13,51.81,7.94,3.02,0.09,0.27,4.17,0.98,3.24,1.55,1.46,0.0,0.31,0.98,3.11,1.69,1.24,0.04,0.04,0.04,0.04,0.31,0.22,0.09,0.0,0.0,0.0,0.0,2.48,1.82,0.89,1.33,0.27,1.33,2.57,51.7,1.24,1.73,0.4,1.33,3.81,2.44,0.0,71.73,2.53,14.02,40.76,17.61,0.8,71.73,0.67,0.4,60.0,0.22,33.3,40.85,216.68,91.06,2.0,0.27,0.89,0.62,37.17,0.0,1.15,1.11,0.04,0.0,0.04,0.0,7.1,1.82,1.55,53.9
