Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Joaquín Piquerez,1998-08-24,CampeonatoBrasileiro,Palmeiras,Left,Uruguay,Fullbacks,1314,0.14,0.0,0.14,0.07,0.07,0.07,0.14,0.0,0.14,0.08,0.14,0.22,1.99,5.96,5.0,2.12,0.41,19.4,0.03,0.17,26.5,0.27,0.04,0.0,-0.01,42.19,53.56,78.8,762.05,274.04,18.97,21.44,88.5,18.84,22.53,83.6,3.9,7.74,50.4,0.11,1.3,4.04,1.71,0.89,45.07,8.36,1.37,0.0,0.75,5.41,6.92,0.07,0.0,0.07,0.0,0.14,1.44,3.08,2.33,0.34,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.96,1.03,0.48,0.34,1.23,2.47,50.0,1.23,1.37,0.27,0.89,2.74,1.92,0.0,64.04,2.47,14.18,29.73,20.89,0.68,63.97,1.3,0.55,42.1,0.55,42.1,33.36,164.59,91.58,1.71,0.07,1.1,0.34,38.36,0.0,0.68,1.3,0.0,0.0,0.0,0.0,4.86,0.89,0.48,65.0
Agustín Giay,2004-01-16,CampeonatoBrasileiro,Palmeiras,Right,Argentina,Fullbacks,642,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.08,0.08,0.03,0.11,2.24,5.19,3.08,0.98,0.42,42.9,0.0,0.0,22.4,0.0,0.08,-0.08,-0.08,50.05,62.52,80.0,798.5,275.19,26.36,29.16,90.4,19.21,22.99,83.5,3.22,6.59,48.9,0.04,0.7,4.91,0.7,0.42,53.27,9.25,0.14,0.0,0.0,2.52,9.11,0.0,0.0,0.0,0.0,0.0,1.4,2.66,2.24,0.0,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,2.1,2.52,1.4,0.28,2.94,4.77,61.8,1.82,0.98,0.28,0.84,5.05,1.54,0.0,74.58,2.52,20.61,37.99,16.54,0.84,74.58,1.68,0.56,33.3,0.84,50.0,39.25,200.19,121.12,1.68,0.14,1.54,0.7,45.28,0.0,1.68,2.1,0.0,0.0,0.0,0.0,3.93,0.56,0.56,50.0
Gustavo Gómez,1993-05-06,CampeonatoBrasileiro,Palmeiras,Left,Paraguay,Center Backs,2367,0.04,0.08,0.11,0.0,0.04,0.04,0.34,0.0,0.14,0.11,0.07,0.18,0.3,3.12,0.23,1.03,0.11,11.1,0.0,0.0,10.2,0.0,0.11,-0.11,-0.11,37.98,45.59,83.3,762.89,270.95,10.84,12.55,86.4,22.85,25.36,90.1,4.03,7.0,57.6,0.04,0.19,2.24,0.19,0.04,43.46,1.94,1.71,0.04,0.23,0.19,0.23,0.0,0.0,0.0,0.0,0.19,0.08,0.84,0.61,0.0,0.04,0.11,0.04,0.04,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.44,0.95,0.76,0.65,0.04,0.68,0.91,75.0,0.23,1.33,0.91,1.22,2.66,4.37,0.0,56.01,5.67,24.3,28.82,3.23,1.64,55.97,0.15,0.04,25.0,0.11,75.0,28.67,155.63,94.52,0.27,0.0,0.3,0.08,33.23,0.0,1.67,0.8,0.3,0.0,0.04,0.04,2.66,3.8,2.4,61.3
Richard Ríos,2000-06-02,CampeonatoBrasileiro,Palmeiras,Right,Colombia,Midfielders,1742,0.16,0.21,0.36,0.16,0.0,0.0,0.31,0.0,0.06,0.06,0.07,0.13,1.39,5.32,2.63,1.86,0.52,27.8,0.08,0.3,26.5,0.31,0.03,0.09,0.09,36.22,44.28,81.8,625.92,147.09,15.71,17.77,88.4,15.45,18.29,84.5,3.72,5.48,67.9,0.07,0.88,3.77,0.98,0.21,42.47,1.65,1.29,0.05,0.36,1.81,0.36,0.0,0.0,0.0,0.0,0.16,0.83,2.48,1.91,0.1,0.1,0.21,0.05,0.1,0.26,0.21,0.0,0.05,0.0,0.0,0.0,3.36,1.86,1.24,1.55,0.57,1.45,3.15,45.9,1.7,1.39,0.26,1.19,4.55,0.78,0.0,59.05,1.45,9.56,34.77,15.71,0.93,59.05,2.84,1.03,36.4,1.6,56.4,32.24,170.39,77.86,1.5,0.16,2.74,1.14,36.27,0.0,2.32,1.81,0.05,0.0,0.0,0.0,6.56,1.14,0.88,56.4
Felipe Anderson,1993-04-15,CampeonatoBrasileiro,Palmeiras,Right,Brazil,Att Mid / Wingers,1310,0.14,0.14,0.27,0.14,0.0,0.0,0.0,0.0,0.19,0.19,0.3,0.48,3.16,3.92,8.38,1.65,0.48,29.2,0.08,0.29,17.3,0.07,0.12,-0.06,-0.06,34.69,46.99,73.8,510.73,137.34,19.79,23.36,84.7,11.47,14.91,77.0,1.79,4.47,40.0,0.21,2.2,2.54,1.58,0.21,43.56,3.23,0.34,0.41,0.41,3.09,1.44,1.31,0.96,0.14,0.0,0.21,1.65,3.92,2.89,0.41,0.27,0.0,0.27,0.07,0.48,0.34,0.0,0.07,0.0,0.07,0.0,2.4,1.65,0.96,1.1,0.34,0.96,2.27,42.4,1.31,1.72,0.34,0.89,3.3,1.31,0.0,59.5,1.58,9.69,25.35,25.49,3.44,59.5,2.89,1.65,57.1,1.17,40.5,30.71,183.37,104.84,1.79,0.96,1.79,1.31,39.5,0.0,0.69,0.82,0.07,0.0,0.0,0.0,4.88,0.62,0.76,45.0
Murilo Cerqueira,1997-03-27,CampeonatoBrasileiro,Palmeiras,Right,Brazil,Center Backs,2175,0.04,0.0,0.04,0.04,0.0,0.0,0.29,0.04,0.06,0.06,0.02,0.08,1.03,5.26,0.08,0.66,0.21,31.3,0.06,0.2,12.6,0.0,0.09,-0.02,-0.02,39.97,48.41,82.6,826.8,316.06,11.26,12.83,87.7,23.63,26.81,88.1,4.8,7.78,61.7,0.03,0.25,4.1,0.25,0.0,46.88,1.41,0.95,0.04,0.58,0.29,0.08,0.0,0.0,0.0,0.0,0.12,0.17,0.99,0.83,0.0,0.04,0.0,0.0,0.12,0.08,0.04,0.0,0.04,0.0,0.0,0.0,1.57,0.99,0.62,0.83,0.12,0.62,1.24,50.0,0.62,0.87,0.54,1.03,2.61,4.14,0.0,58.06,6.95,25.37,29.67,3.68,1.16,58.06,0.54,0.29,53.8,0.21,38.5,32.15,173.5,106.51,0.58,0.0,0.62,0.08,36.99,0.04,1.41,0.21,0.04,0.0,0.0,0.0,3.85,2.73,1.78,60.6
Bruno Fuchs,1999-04-01,CampeonatoBrasileiro,Palmeiras,Right,Brazil,Center Backs,2031,0.0,0.04,0.04,0.0,0.0,0.0,0.4,0.04,0.04,0.04,0.08,0.12,0.97,6.03,0.44,0.22,0.09,40.0,0.0,0.0,12.6,0.0,0.16,-0.04,-0.04,58.71,66.43,88.4,1175.49,495.33,19.9,21.4,93.0,29.78,32.35,92.1,8.51,11.65,73.0,0.08,0.71,6.6,0.89,0.31,63.55,2.75,1.64,0.09,0.58,0.62,1.11,0.0,0.0,0.0,0.0,0.13,0.22,1.6,1.46,0.0,0.04,0.04,0.0,0.04,0.13,0.13,0.0,0.0,0.0,0.0,0.0,1.86,1.15,1.11,0.53,0.22,1.29,1.68,76.3,0.4,1.51,0.8,1.29,3.15,4.08,0.0,76.88,8.73,34.56,38.24,4.39,0.49,76.88,0.49,0.35,72.7,0.13,27.3,46.4,243.06,155.49,0.8,0.0,0.8,0.09,54.55,0.04,1.06,0.62,0.0,0.0,0.04,0.0,4.21,1.55,0.97,61.4
Lucas Evangelista,1995-05-06,CampeonatoBrasileiro,Palmeiras,Left,Brazil,Midfielders,2540,0.07,0.11,0.18,0.07,0.0,0.0,0.14,0.0,0.09,0.09,0.07,0.16,0.92,4.64,2.44,1.42,0.28,20.0,0.05,0.25,22.1,0.04,0.06,-0.02,-0.02,29.59,35.86,82.5,472.82,130.36,15.24,16.97,89.8,10.13,11.52,88.0,2.62,4.46,58.7,0.07,1.17,3.44,0.85,0.07,34.02,1.74,0.71,0.11,0.46,1.24,0.35,0.43,0.28,0.14,0.0,0.11,0.78,2.59,2.02,0.11,0.0,0.14,0.28,0.04,0.21,0.18,0.0,0.0,0.04,0.0,0.0,1.7,1.06,0.74,0.85,0.11,0.71,1.35,52.6,0.64,1.03,0.43,0.82,2.52,1.31,0.0,46.77,1.74,7.8,24.56,15.17,1.2,46.77,1.2,0.53,44.1,0.53,44.1,24.7,116.11,57.12,1.31,0.07,1.52,1.17,30.86,0.0,1.06,2.2,0.14,0.0,0.0,0.0,4.43,1.24,2.2,36.1
Mayke,1992-11-10,CampeonatoBrasileiro,Palmeiras,Right,Brazil,Fullbacks,1035,0.09,0.0,0.09,0.09,0.0,0.0,0.61,0.0,0.1,0.1,0.09,0.19,1.74,6.35,5.65,0.61,0.09,14.3,0.14,1.0,14.4,0.0,0.17,-0.02,-0.02,51.91,63.3,82.0,927.91,380.35,21.04,23.91,88.0,24.96,28.78,86.7,4.7,7.22,65.1,0.19,1.39,4.43,1.3,0.61,53.91,9.3,1.13,0.0,0.09,3.13,8.17,0.0,0.0,0.0,0.0,0.09,1.65,3.13,2.61,0.17,0.09,0.17,0.0,0.09,0.17,0.17,0.0,0.0,0.0,0.0,0.0,3.13,1.74,1.13,1.91,0.09,1.39,2.61,53.3,1.22,1.13,0.35,2.0,5.13,2.43,0.17,73.91,2.61,18.61,41.74,14.17,1.65,73.91,0.96,0.7,72.7,0.26,27.3,37.48,211.22,95.13,1.22,0.26,0.78,0.43,42.7,0.0,1.48,0.78,0.17,0.0,0.0,0.0,5.48,1.65,1.3,55.9
Mauricio,2001-05-22,CampeonatoBrasileiro,Palmeiras,Left,Brazil,Att Mid / Wingers,1513,0.18,0.0,0.18,0.18,0.0,0.0,0.12,0.0,0.23,0.23,0.11,0.33,1.19,3.15,7.79,1.96,0.83,42.4,0.09,0.21,19.1,0.0,0.11,-0.05,-0.05,27.6,35.75,77.2,420.97,85.3,14.69,17.55,83.7,8.92,10.77,82.9,2.14,3.63,59.0,0.15,1.61,2.2,0.71,0.36,32.95,2.32,0.54,0.06,0.06,2.56,0.42,0.83,0.54,0.18,0.0,0.48,0.83,3.15,2.74,0.12,0.06,0.12,0.12,0.0,0.24,0.12,0.0,0.0,0.0,0.12,0.0,1.07,0.65,0.18,0.71,0.18,0.59,1.13,52.6,0.54,0.59,0.06,0.36,1.43,0.65,0.0,43.48,0.71,4.7,19.75,19.57,3.45,43.48,0.89,0.18,20.0,0.59,66.7,24.98,111.95,44.32,1.19,0.24,1.31,0.71,31.35,0.0,0.77,1.78,0.06,0.12,0.0,0.0,3.69,0.77,1.67,31.7
Paulinho,2000-07-15,CampeonatoBrasileiro,Palmeiras,Right,Brazil,Forwards,1991,0.36,0.05,0.41,0.32,0.05,0.05,0.14,0.05,0.27,0.23,0.07,0.3,2.44,3.57,7.14,1.63,0.77,47.2,0.19,0.41,15.6,0.0,0.14,0.09,0.09,33.45,38.78,86.2,477.17,95.92,20.43,22.15,92.2,9.9,11.26,88.0,1.85,2.4,77.4,0.09,1.45,2.49,0.81,0.18,37.61,1.04,0.09,0.05,0.09,0.77,0.41,0.32,0.0,0.0,0.0,0.14,0.9,4.02,3.25,0.09,0.27,0.23,0.18,0.0,0.14,0.09,0.0,0.0,0.0,0.05,0.0,1.13,0.68,0.27,0.59,0.27,0.27,0.72,37.5,0.45,0.63,0.14,0.27,1.4,0.68,0.0,47.92,0.72,5.15,21.83,21.92,3.07,47.87,2.49,1.4,56.4,1.08,43.6,30.6,188.54,86.16,2.67,0.86,1.99,1.85,38.33,0.0,0.45,0.9,0.45,0.05,0.0,0.0,4.25,0.45,1.31,25.6
Raphael Veiga,1995-06-19,CampeonatoBrasileiro,Palmeiras,Left,Brazil,Att Mid / Wingers,2478,0.4,0.11,0.51,0.29,0.11,0.15,0.11,0.04,0.39,0.28,0.26,0.53,2.07,6.1,4.5,3.34,1.13,33.7,0.09,0.26,23.0,0.69,0.08,0.01,0.01,32.87,43.84,75.0,607.63,201.28,15.73,17.18,91.5,10.79,13.04,82.7,5.38,11.08,48.5,0.2,3.09,4.76,1.23,0.36,34.69,8.5,2.32,0.22,0.8,7.59,0.36,4.87,2.69,1.45,0.07,0.65,0.65,5.63,3.38,1.56,0.15,0.33,0.18,0.04,0.33,0.15,0.04,0.0,0.04,0.11,0.0,0.65,0.44,0.15,0.44,0.07,0.15,0.76,19.0,0.62,0.62,0.18,0.36,1.02,0.47,0.0,53.32,0.4,3.56,26.84,23.39,2.47,53.17,1.53,0.73,47.6,0.54,35.7,28.44,136.2,71.84,1.49,0.25,1.6,0.87,35.77,0.0,0.65,1.6,0.15,0.0,0.0,0.0,2.76,0.58,0.87,40.0
