Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Ismael Saibari,2001-01-28,Eredivisie,PSV Eindhoven,Right,Morocco,Midfielders,1782,0.56,0.56,1.11,0.56,0.0,0.0,0.1,0.0,0.57,0.57,0.19,0.76,4.09,5.61,8.69,4.24,1.77,41.7,0.13,0.31,16.3,0.0,0.13,-0.01,-0.01,37.58,44.44,84.5,574.04,118.54,19.85,22.37,88.7,13.84,15.56,89.0,2.17,3.23,67.2,0.28,2.07,3.54,1.41,0.2,43.28,1.11,0.25,0.35,0.05,0.81,0.4,0.05,0.0,0.0,0.0,0.05,0.86,4.9,3.59,0.0,0.4,0.76,0.1,0.05,1.01,0.76,0.0,0.0,0.2,0.05,0.0,1.97,0.96,0.71,0.86,0.4,0.91,1.67,54.5,0.76,0.91,0.15,0.61,2.58,0.86,0.05,59.65,1.01,7.42,26.97,26.11,6.92,59.65,3.03,1.46,48.3,1.52,50.0,35.2,226.77,128.74,2.68,1.46,2.83,1.41,45.05,0.0,1.26,1.01,0.25,0.0,0.0,0.0,4.39,0.61,0.71,46.2
Johan Bakayoko,2003-04-20,Eredivisie,PSV Eindhoven,Both,Belgium,Att Mid / Wingers,1579,0.51,0.06,0.57,0.51,0.0,0.0,0.06,0.0,0.34,0.34,0.23,0.58,7.41,3.59,15.62,3.42,1.54,45.0,0.15,0.33,18.3,0.0,0.1,0.17,0.17,39.16,49.42,79.2,567.47,105.16,23.37,25.76,90.7,12.6,16.13,78.1,1.82,3.53,51.6,0.27,2.05,1.37,2.91,0.86,46.68,2.68,0.17,0.11,0.11,5.13,1.48,0.91,0.29,0.0,0.0,0.06,1.25,4.5,3.48,0.0,0.57,0.34,0.06,0.06,0.11,0.11,0.0,0.0,0.0,0.0,0.0,1.08,0.8,0.23,0.34,0.51,0.51,0.91,56.3,0.4,0.57,0.06,0.46,1.54,0.63,0.0,63.84,0.63,3.99,20.63,39.61,7.41,63.84,5.7,2.68,47.0,2.85,50.0,41.55,331.27,181.37,3.02,2.91,2.39,1.82,48.85,0.0,1.31,0.74,0.4,0.0,0.06,0.0,3.48,0.23,0.51,30.8
Jerdy Schouten,1997-01-12,Eredivisie,PSV Eindhoven,Right,Netherlands,Midfielders,1295,0.07,0.14,0.21,0.07,0.0,0.0,0.07,0.0,0.06,0.06,0.13,0.19,1.39,7.23,2.43,0.49,0.28,57.1,0.14,0.25,17.2,0.0,0.12,0.01,0.01,59.21,65.61,90.3,927.66,270.28,29.4,32.32,91.0,24.81,26.41,93.9,2.92,3.68,79.2,0.14,1.6,6.81,0.76,0.0,64.29,1.25,1.18,0.14,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.35,3.13,2.99,0.0,0.07,0.07,0.0,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,1.04,0.49,0.42,0.42,0.21,0.42,0.9,46.2,0.49,0.7,0.21,0.63,1.67,0.9,0.07,71.65,2.02,9.94,42.74,19.67,1.74,71.65,1.11,0.76,68.8,0.28,25.0,40.93,174.44,77.35,1.39,0.07,0.76,0.76,54.21,0.0,0.76,1.04,0.0,0.0,0.0,0.0,5.63,1.6,1.25,56.1
Ricardo Pepi,2003-01-09,Eredivisie,PSV Eindhoven,Right,United States,Forwards,693,1.43,0.26,1.69,1.43,0.0,0.0,0.13,0.0,0.77,0.77,0.13,0.91,1.3,1.69,6.88,4.42,2.21,50.0,0.32,0.65,12.0,0.0,0.17,0.66,0.66,17.4,22.6,77.0,241.43,26.49,8.96,11.43,78.4,6.62,7.79,85.0,0.39,0.52,75.0,0.09,1.17,0.26,0.65,0.0,21.82,0.78,0.0,0.39,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,1.04,2.99,1.69,0.0,0.52,0.65,0.0,0.13,0.65,0.39,0.0,0.13,0.13,0.0,0.0,0.78,0.65,0.13,0.39,0.26,0.26,0.26,100.0,0.0,0.52,0.0,0.13,0.91,0.91,0.0,35.84,0.91,2.6,12.99,20.91,7.4,35.84,2.86,1.56,54.5,1.3,45.5,21.04,96.75,37.4,0.78,0.91,2.86,1.3,26.49,0.0,0.52,0.52,0.26,0.0,0.0,0.0,1.43,1.69,2.86,37.1
Kenneth Taylor,2002-05-16,Eredivisie,Ajax,Left,Netherlands,Midfielders,2447,0.33,0.22,0.55,0.22,0.11,0.11,0.11,0.0,0.26,0.18,0.19,0.37,2.65,5.08,5.66,1.62,0.66,40.9,0.14,0.33,17.5,0.0,0.11,0.07,0.04,35.16,43.58,80.7,532.28,159.44,19.6,22.51,87.1,12.39,14.97,82.8,1.91,3.09,61.9,0.22,1.25,3.05,1.62,0.22,40.2,3.16,0.7,0.26,0.11,1.84,0.7,0.92,0.48,0.07,0.0,0.22,0.88,2.98,2.28,0.33,0.11,0.11,0.04,0.11,0.55,0.44,0.0,0.07,0.04,0.0,0.0,1.36,0.77,0.55,0.63,0.18,0.51,1.25,41.2,0.74,0.85,0.15,0.66,2.02,0.99,0.04,53.15,1.25,7.87,24.31,21.52,4.23,53.04,1.43,0.48,33.3,0.81,56.4,30.75,175.55,98.24,1.77,0.81,1.73,0.66,36.63,0.0,1.43,1.4,0.18,0.0,0.0,0.0,3.05,0.96,0.96,50.0
Josip Šutalo,2000-02-28,Eredivisie,Ajax,Right,Croatia,Center Backs,2450,0.07,0.0,0.07,0.07,0.0,0.0,0.11,0.0,0.03,0.03,0.02,0.04,0.96,5.07,0.11,0.26,0.07,28.6,0.29,1.0,10.7,0.0,0.1,0.05,0.05,78.69,84.38,93.3,1369.32,424.43,32.07,33.17,96.7,40.67,42.32,96.1,4.89,7.13,68.6,0.05,0.07,5.73,0.29,0.04,82.95,1.32,0.96,0.15,0.22,0.07,0.18,0.04,0.04,0.0,0.0,0.11,0.22,1.03,0.96,0.0,0.04,0.04,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,1.07,0.59,0.77,0.29,0.0,0.55,0.88,62.5,0.33,1.14,0.66,2.31,3.38,4.89,0.15,95.77,9.18,38.46,54.96,2.9,0.48,95.77,0.92,0.59,64.0,0.33,36.0,65.24,334.25,189.22,0.73,0.04,0.7,0.4,72.48,0.0,0.48,0.55,0.0,0.0,0.0,0.0,4.78,2.39,1.43,62.5
Davy Klaassen,1993-02-21,Eredivisie,Ajax,Right,Netherlands,Midfielders,2177,0.33,0.08,0.41,0.29,0.04,0.04,0.0,0.0,0.18,0.14,0.11,0.25,0.45,4.09,2.77,0.87,0.5,57.1,0.33,0.58,12.3,0.0,0.17,0.15,0.14,33.61,39.03,86.1,489.85,140.15,18.56,20.01,92.8,11.91,14.06,84.7,1.57,2.19,71.7,0.12,0.87,2.77,0.87,0.04,36.92,1.98,0.99,0.12,0.08,0.29,0.25,0.21,0.0,0.0,0.0,0.12,0.5,1.82,1.65,0.0,0.04,0.08,0.04,0.0,0.08,0.04,0.0,0.0,0.04,0.0,0.0,1.41,0.41,0.54,0.41,0.45,0.66,1.41,47.1,0.74,1.41,0.62,0.66,2.07,2.03,0.08,48.45,2.77,11.08,23.77,13.81,2.81,48.41,0.83,0.29,35.0,0.41,50.0,21.17,70.24,27.53,0.58,0.04,0.62,0.25,28.98,0.0,0.83,0.83,0.04,0.0,0.0,0.0,3.93,1.28,1.2,51.7
Brian Brobbey,2002-02-01,Eredivisie,Ajax,Right,Netherlands,Forwards,1555,0.23,0.17,0.41,0.23,0.0,0.0,0.35,0.0,0.59,0.59,0.09,0.68,1.04,1.1,9.72,2.37,0.64,26.8,0.1,0.36,9.7,0.0,0.25,-0.36,-0.36,14.59,20.2,72.2,162.35,23.32,10.59,12.73,83.2,2.72,3.99,68.1,0.12,0.12,100.0,0.12,1.22,0.41,0.41,0.0,19.62,0.58,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.04,3.18,1.97,0.0,0.23,0.17,0.81,0.0,0.46,0.23,0.0,0.0,0.12,0.12,0.0,0.35,0.29,0.12,0.06,0.17,0.23,0.41,57.1,0.17,0.81,0.12,0.17,0.52,0.58,0.0,30.33,0.58,1.97,12.44,16.15,6.6,30.33,1.39,0.46,33.3,0.58,41.7,18.17,74.6,26.68,0.17,0.64,2.37,1.68,25.12,0.0,2.14,2.89,0.52,0.12,0.0,0.0,2.08,2.72,3.76,42.0
Jordan Henderson,1990-06-17,Eredivisie,Ajax,Right,England,Midfielders,1872,0.05,0.19,0.24,0.05,0.0,0.0,0.29,0.0,0.05,0.05,0.19,0.24,1.63,8.7,1.63,0.58,0.14,25.0,0.08,0.33,21.2,0.19,0.09,0.0,0.0,70.58,82.88,85.2,1242.45,397.36,30.72,33.17,92.6,33.03,37.07,89.1,5.77,10.14,56.9,0.27,1.73,8.65,2.02,0.58,77.84,4.57,3.27,0.48,0.24,2.55,0.19,0.77,0.53,0.14,0.0,0.48,0.72,2.93,2.45,0.19,0.05,0.19,0.0,0.05,0.48,0.34,0.05,0.0,0.05,0.0,0.05,1.54,0.87,0.43,0.82,0.29,0.96,1.63,58.8,0.67,1.35,0.38,1.2,2.74,2.07,0.05,91.2,3.7,18.03,54.71,19.13,0.72,91.2,0.77,0.34,43.8,0.43,56.3,53.13,231.49,120.29,1.59,0.05,0.72,0.29,65.72,0.0,0.58,0.29,0.05,0.0,0.0,0.0,5.14,0.96,0.34,74.1
Bertrand Traoré,1995-09-06,Eredivisie,Ajax,Left,Burkina Faso,Att Mid / Wingers,1717,0.31,0.26,0.58,0.31,0.0,0.0,0.05,0.0,0.43,0.43,0.24,0.67,5.4,6.08,12.32,3.35,1.1,32.8,0.09,0.29,15.9,0.21,0.13,-0.12,-0.12,30.87,39.31,78.5,443.81,128.0,17.93,20.23,88.6,10.43,13.05,79.9,1.26,2.73,46.2,0.21,1.62,2.41,2.73,0.16,38.0,1.21,0.21,0.47,0.05,1.99,0.37,0.63,0.16,0.0,0.0,0.1,1.31,4.67,3.46,0.05,0.58,0.52,0.05,0.0,0.73,0.58,0.0,0.05,0.1,0.0,0.0,0.89,0.52,0.26,0.31,0.31,0.47,0.94,50.0,0.47,0.63,0.0,0.42,1.31,0.89,0.1,54.09,0.73,3.56,19.92,31.29,6.08,54.09,4.72,2.04,43.3,2.41,51.1,37.74,258.89,147.66,3.67,2.52,3.15,1.89,42.04,0.0,1.1,1.78,0.31,0.0,0.0,0.0,3.93,1.21,0.89,57.5
Anton Gaaei,2002-11-19,Eredivisie,Ajax,Right,Denmark,Fullbacks,1781,0.15,0.2,0.35,0.15,0.0,0.0,0.25,0.05,0.09,0.09,0.22,0.3,3.23,4.45,7.93,1.01,0.4,40.0,0.15,0.38,21.3,0.15,0.09,0.07,0.07,47.15,60.59,77.8,784.78,230.99,23.19,25.42,91.3,19.4,24.05,80.7,3.74,8.14,46.0,0.21,1.26,3.39,1.16,0.51,51.14,9.4,1.16,0.15,0.56,7.02,6.82,1.41,1.11,0.1,0.0,0.05,1.26,2.43,2.12,0.25,0.0,0.05,0.0,0.0,0.25,0.2,0.05,0.0,0.0,0.0,0.0,1.57,0.91,0.66,0.66,0.25,0.86,1.16,73.9,0.3,0.76,0.1,0.66,2.22,2.43,0.0,70.49,2.32,16.88,29.41,24.76,1.92,70.49,0.91,0.25,27.8,0.56,61.1,36.64,214.56,110.62,1.87,0.51,1.41,0.76,44.92,0.0,0.66,0.56,0.1,0.0,0.0,0.0,3.69,1.41,0.86,62.2
Steven Berghuis,1991-12-19,Eredivisie,Ajax,Left,Netherlands,Att Mid / Wingers,1429,0.13,0.31,0.44,0.06,0.06,0.13,0.13,0.0,0.24,0.14,0.35,0.49,2.46,6.11,7.24,1.95,0.5,25.8,0.03,0.13,21.0,0.31,0.07,-0.11,-0.08,39.24,53.6,73.2,693.11,233.53,18.77,21.85,85.9,13.79,17.82,77.4,5.16,10.45,49.4,0.44,2.27,4.28,2.77,0.63,47.87,5.54,1.32,0.44,0.69,6.8,0.94,3.28,2.14,0.44,0.06,0.19,1.07,4.22,2.71,1.13,0.0,0.25,0.0,0.13,0.38,0.25,0.06,0.0,0.06,0.0,0.0,1.13,0.63,0.5,0.44,0.19,0.63,1.26,50.0,0.63,0.38,0.0,0.38,1.51,0.25,0.0,60.9,0.44,6.05,26.07,29.16,2.96,60.78,1.51,0.5,33.3,0.82,54.2,34.14,164.13,71.42,1.57,0.57,1.07,0.44,44.53,0.0,0.76,0.63,0.31,0.0,0.0,0.0,4.16,0.5,0.44,53.3
